cell_id,generated,unique_expr,simplified_unique,unique_expr_ratio,simplified_unique_ratio,zero_activity_predicted,zero_activity_predicted_share,unsupported_operator_count,may_dependency_count,liquidity_volatility_motif_share,feature_family_combo_count,operator_motif_count,horizon_class_count,engine_mix_count
C0315,512,456,456,0.890625,0.890625,0,0.0,0,0,1.0,1,1,1,7
C0316,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0317,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0318,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0319,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0320,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0321,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0322,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.201171875,5,1,1,7
C0323,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0324,512,101,101,0.197265625,0.197265625,0,0.0,0,0,1.0,1,1,1,7
C0325,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0326,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0327,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0328,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0329,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.06640625,19,1,1,7
C0330,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0331,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0332,512,101,101,0.197265625,0.197265625,0,0.0,0,0,1.0,1,1,1,7
C0333,512,456,456,0.890625,0.890625,0,0.0,0,0,0.201171875,5,1,1,7
C0334,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0335,512,456,456,0.890625,0.890625,0,0.0,0,0,1.0,1,1,1,7
C0336,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,3,1,1,7
C0337,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0338,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.06640625,19,1,1,7
C0339,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0340,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0341,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0342,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0343,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,3,1,1,7
C0344,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0345,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0346,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0347,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0348,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0349,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0350,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0351,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0352,512,456,456,0.890625,0.890625,0,0.0,0,0,0.201171875,5,1,1,7
C0353,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.201171875,5,1,1,7
C0354,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0355,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0356,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,5,1,1,7
C0357,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.06640625,19,1,1,7
C0358,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0359,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0360,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0361,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0362,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0363,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0364,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0365,512,456,456,0.890625,0.890625,0,0.0,0,0,1.0,1,1,1,7
C0366,512,101,101,0.197265625,0.197265625,0,0.0,0,0,1.0,1,1,1,7
C0367,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0368,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0369,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0370,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,3,1,1,7
C0371,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0372,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0373,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0374,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0375,512,308,308,0.6015625,0.6015625,0,0.0,0,0,0.0,5,1,1,7
C0376,512,456,456,0.890625,0.890625,0,0.0,0,0,1.0,1,1,1,7
C0377,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.06640625,19,1,1,7
C0378,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.06640625,19,1,1,7
C0379,512,101,101,0.197265625,0.197265625,0,0.0,0,0,1.0,1,1,1,7
C0380,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,3,1,1,7
C0381,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0382,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0383,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,3,1,1,7
C0384,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0385,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,3,1,1,7
C0386,512,101,101,0.197265625,0.197265625,0,0.0,0,0,1.0,1,1,1,7
C0387,512,456,456,0.890625,0.890625,0,0.0,0,0,1.0,1,1,1,7
C0388,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0389,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,5,1,1,7
C0390,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0391,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0392,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0393,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0394,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0395,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,5,1,1,7
C0396,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0397,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0398,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,3,1,1,7
C0399,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0400,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0401,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0402,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.201171875,5,1,1,7
C0403,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0404,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0405,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0406,512,308,308,0.6015625,0.6015625,0,0.0,0,0,0.0,1,1,1,7
C0407,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0408,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,3,1,1,7
C0409,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,3,1,1,7
C0410,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.06640625,19,1,1,7
C0411,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0412,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0413,512,308,308,0.6015625,0.6015625,0,0.0,0,0,1.0,1,1,1,7
C0414,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0415,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0416,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.06640625,19,1,1,7
C0417,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.201171875,5,1,1,7
C0418,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0419,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.201171875,5,1,1,7
C0420,512,101,101,0.197265625,0.197265625,0,0.0,0,0,1.0,1,1,1,7
C0421,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0422,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0423,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0424,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0425,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0426,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0427,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0428,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0429,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0430,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0431,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0432,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,5,1,1,7
C0433,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,5,1,1,7
C0434,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.06640625,19,1,1,7
C0435,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0436,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0437,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,3,1,1,7
C0438,512,456,456,0.890625,0.890625,0,0.0,0,0,0.201171875,5,1,1,7
C0439,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0440,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0441,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0442,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0443,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,5,1,1,7
C0444,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0445,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0446,512,456,456,0.890625,0.890625,0,0.0,0,0,0.201171875,5,1,1,7
C0447,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0448,512,456,456,0.890625,0.890625,0,0.0,0,0,1.0,1,1,1,7
C0449,512,308,308,0.6015625,0.6015625,0,0.0,0,0,0.0,1,1,1,7
C0450,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0451,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0452,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0453,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0454,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0455,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0456,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0457,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0458,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0459,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0460,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0461,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0462,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0463,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0464,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0465,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0466,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0467,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,3,1,1,7
C0468,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0469,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,5,1,1,7
C0470,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0471,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0472,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0473,512,308,308,0.6015625,0.6015625,0,0.0,0,0,0.201171875,5,1,1,7
C0474,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,3,1,1,7
C0475,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,3,1,1,7
C0476,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0477,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0478,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.06640625,19,1,1,7
C0479,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0480,512,101,101,0.197265625,0.197265625,0,0.0,0,0,1.0,1,1,1,7
C0481,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0482,512,101,101,0.197265625,0.197265625,0,0.0,0,0,1.0,1,1,1,7
C0483,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0484,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,5,1,1,7
C0485,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,3,1,1,7
C0486,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0487,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0488,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0489,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,5,1,1,7
C0490,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0491,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0492,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0493,512,456,456,0.890625,0.890625,0,0.0,0,0,1.0,1,1,1,7
C0494,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0495,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.06640625,19,1,1,7
C0496,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0497,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0498,512,352,352,0.6875,0.6875,0,0.0,0,0,0.0,1,1,1,7
C0499,512,308,308,0.6015625,0.6015625,0,0.0,0,0,0.0,1,1,1,7
C0500,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0501,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.06640625,19,1,1,7
C0502,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0503,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0504,512,308,308,0.6015625,0.6015625,0,0.0,0,0,0.0,1,1,1,7
C0505,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0506,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,3,1,1,7
C0507,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0508,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.201171875,5,1,1,7
C0509,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0510,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,5,1,1,7
C0511,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0512,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0513,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0514,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0515,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.201171875,5,1,1,7
C0516,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.06640625,19,1,1,7
C0517,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0518,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0519,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0520,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0521,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0522,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0523,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.201171875,5,1,1,7
C0524,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0525,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0526,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0527,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0528,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0529,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.201171875,5,1,1,7
C0530,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.06640625,19,1,1,7
C0531,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0532,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.06640625,19,1,1,7
C0533,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.201171875,5,1,1,7
C0534,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0535,512,456,456,0.890625,0.890625,0,0.0,0,0,1.0,1,1,1,7
C0536,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0537,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0538,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0539,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0540,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.06640625,19,1,1,7
C0541,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0542,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0543,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,3,1,1,7
C0544,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0545,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.201171875,5,1,1,7
C0546,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0547,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0548,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0549,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.06640625,19,1,1,7
C0550,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0551,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.06640625,19,1,1,7
C0552,512,456,456,0.890625,0.890625,0,0.0,0,0,1.0,1,1,1,7
C0553,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0554,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0555,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0556,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0557,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0558,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0559,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0560,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0561,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0562,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.201171875,5,1,1,7
C0563,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0564,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0565,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0566,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,3,1,1,7
C0567,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0568,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0569,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0570,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0571,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0572,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0573,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.06640625,19,1,1,7
C0574,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0575,512,308,308,0.6015625,0.6015625,0,0.0,0,0,0.0,1,1,1,7
C0576,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.06640625,19,1,1,7
C0577,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,3,1,1,7
C0578,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0579,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0580,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0581,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0582,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0583,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0584,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0585,512,456,456,0.890625,0.890625,0,0.0,0,0,1.0,1,1,1,7
C0586,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0587,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0588,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,5,1,1,7
C0589,512,308,308,0.6015625,0.6015625,0,0.0,0,0,0.0,1,1,1,7
C0590,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0591,512,101,101,0.197265625,0.197265625,0,0.0,0,0,1.0,1,1,1,7
C0592,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0593,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0594,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.201171875,5,1,1,7
C0595,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0596,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.201171875,5,1,1,7
C0597,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0598,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0599,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0600,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0601,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,3,1,1,7
C0602,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0603,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0604,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0605,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0606,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0607,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0608,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0609,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0610,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0611,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.06640625,19,1,1,7
C0612,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0613,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0614,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0615,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0616,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0617,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0618,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.06640625,19,1,1,7
C0619,512,101,101,0.197265625,0.197265625,0,0.0,0,0,1.0,1,1,1,7
C0620,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.201171875,5,1,1,7
C0621,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0622,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,5,1,1,7
C0623,512,352,352,0.6875,0.6875,0,0.0,0,0,0.0,1,1,1,7
C0624,512,456,456,0.890625,0.890625,0,0.0,0,0,0.201171875,5,1,1,7
C0625,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0626,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0627,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,5,1,1,7
C0628,512,101,101,0.197265625,0.197265625,0,0.0,0,0,1.0,1,1,1,7
C0629,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,3,1,1,7
C0630,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0631,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
