candidate_id,seed_lane,second_pass_family,label_family,label_horizon_h,primary_failure,positive_splits_at_5bps,control_clean_splits,lag_positive_splits,replay_clean
core16he_H1_I5_deconcentration_liquidity_rank_active_universe_tsrank_168h_Sub_mark_index_basis_bps_zscore_168h|L1_cross_sectional_relative_return|1,S1_liquidity_basis_positioning,H1_I5_deconcentration,L1_cross_sectional_relative_return,1,cost_adjusted_spread_not_positive_all_premay,0,3,2,False
core16he_H1_I5_deconcentration_median_quote_volume_168h_tsrank_168h_Sub_mark_index_basis_bps_zscore_168h|L0_raw_forward_return|1,S1_liquidity_basis_positioning,H1_I5_deconcentration,L0_raw_forward_return,1,cost_adjusted_spread_not_positive_all_premay,0,3,2,False
core16he_H1_I5_deconcentration_median_quote_volume_168h_tsrank_168h_Sub_mark_index_basis_bps_zscore_168h|L1_cross_sectional_relative_return|1,S1_liquidity_basis_positioning,H1_I5_deconcentration,L1_cross_sectional_relative_return,1,cost_adjusted_spread_not_positive_all_premay,0,3,2,False
core16he_H0_I3_deconcentration_top_long_short_account_ratio_last_spread_short_long_Sub_mark_index_basis_bps_zscore_72h|L0_raw_forward_return|1,S0_positioning_price_basis,H0_I3_deconcentration,L0_raw_forward_return,1,cost_adjusted_spread_not_positive_all_premay,2,3,2,False
core16he_H0_I3_deconcentration_top_long_short_account_ratio_last_spread_short_long_Sub_mark_index_basis_bps_zscore_72h|L1_cross_sectional_relative_return|1,S0_positioning_price_basis,H0_I3_deconcentration,L1_cross_sectional_relative_return,1,cost_adjusted_spread_not_positive_all_premay,2,3,2,False
core16he_H0_I3_deconcentration_top_long_short_position_ratio_last_spread_short_long_Sub_mark_index_basis_bps_zscore_72h|L1_cross_sectional_relative_return|1,S0_positioning_price_basis,H0_I3_deconcentration,L1_cross_sectional_relative_return,1,cost_adjusted_spread_not_positive_all_premay,1,3,2,False
core16he_H0_I3_deconcentration_top_long_short_position_ratio_last_spread_short_long_Sub_mark_index_basis_bps_zscore_72h|L0_raw_forward_return|1,S0_positioning_price_basis,H0_I3_deconcentration,L0_raw_forward_return,1,cost_adjusted_spread_not_positive_all_premay,1,3,2,False
core16he_H1_I5_deconcentration_median_quote_volume_168h_shock_24h_Sub_mark_index_basis_bps_delta_24h|L0_raw_forward_return|1,S1_liquidity_basis_positioning,H1_I5_deconcentration,L0_raw_forward_return,1,cost_adjusted_spread_not_positive_all_premay,2,3,2,False
core16he_H1_I5_deconcentration_median_quote_volume_168h_shock_24h_Sub_mark_index_basis_bps_delta_24h|L1_cross_sectional_relative_return|1,S1_liquidity_basis_positioning,H1_I5_deconcentration,L1_cross_sectional_relative_return,1,cost_adjusted_spread_not_positive_all_premay,2,3,2,False
core16he_H0_I3_deconcentration_global_long_short_account_ratio_last_spread_short_long_Sub_mark_index_basis_bps_zscore_72h|L3_liquidity_tier_relative_return|1,S0_positioning_price_basis,H0_I3_deconcentration,L3_liquidity_tier_relative_return,1,cost_adjusted_spread_not_positive_all_premay,1,3,2,False
core16he_H1_I5_deconcentration_trade_count_shock_24h_Sub_mark_index_basis_bps_delta_24h|L3_liquidity_tier_relative_return|1,S1_liquidity_basis_positioning,H1_I5_deconcentration,L3_liquidity_tier_relative_return,1,cost_adjusted_spread_not_positive_all_premay,2,3,2,False
core16he_H1_I5_deconcentration_trade_count_shock_24h_Sub_mark_index_basis_bps_delta_24h|L0_raw_forward_return|1,S1_liquidity_basis_positioning,H1_I5_deconcentration,L0_raw_forward_return,1,cost_adjusted_spread_not_positive_all_premay,2,3,2,False
core16he_H1_I5_deconcentration_trade_count_shock_24h_Sub_mark_index_basis_bps_delta_24h|L1_cross_sectional_relative_return|1,S1_liquidity_basis_positioning,H1_I5_deconcentration,L1_cross_sectional_relative_return,1,cost_adjusted_spread_not_positive_all_premay,2,3,2,False
core16he_H1_I5_deconcentration_trade_quote_volume_tsrank_168h_Mul_mark_index_basis_bps_delta_24h|L0_raw_forward_return|1,S1_liquidity_basis_positioning,H1_I5_deconcentration,L0_raw_forward_return,1,cost_adjusted_spread_not_positive_all_premay,2,3,2,False
core16he_H1_I5_deconcentration_trade_quote_volume_tsrank_168h_Mul_mark_index_basis_bps_delta_24h|L1_cross_sectional_relative_return|1,S1_liquidity_basis_positioning,H1_I5_deconcentration,L1_cross_sectional_relative_return,1,cost_adjusted_spread_not_positive_all_premay,2,3,2,False
core16he_H1_I5_deconcentration_trade_quote_volume_shock_24h_Sub_mark_index_basis_bps_delta_24h|L3_liquidity_tier_relative_return|1,S1_liquidity_basis_positioning,H1_I5_deconcentration,L3_liquidity_tier_relative_return,1,cost_adjusted_spread_not_positive_all_premay,1,3,2,False
core16he_H1_I5_deconcentration_trade_quote_volume_shock_24h_Sub_mark_index_basis_bps_delta_24h|L0_raw_forward_return|1,S1_liquidity_basis_positioning,H1_I5_deconcentration,L0_raw_forward_return,1,cost_adjusted_spread_not_positive_all_premay,2,3,2,False
core16he_H1_I5_deconcentration_trade_quote_volume_shock_24h_Sub_mark_index_basis_bps_delta_24h|L1_cross_sectional_relative_return|1,S1_liquidity_basis_positioning,H1_I5_deconcentration,L1_cross_sectional_relative_return,1,cost_adjusted_spread_not_positive_all_premay,2,3,2,False
core16he_H0_I3_deconcentration_global_long_short_account_ratio_last_spread_short_long_Sub_mark_index_basis_bps_zscore_72h|L0_raw_forward_return|1,S0_positioning_price_basis,H0_I3_deconcentration,L0_raw_forward_return,1,cost_adjusted_spread_not_positive_all_premay,1,3,2,False
core16he_H0_I3_deconcentration_global_long_short_account_ratio_last_spread_short_long_Sub_mark_index_basis_bps_zscore_72h|L1_cross_sectional_relative_return|1,S0_positioning_price_basis,H0_I3_deconcentration,L1_cross_sectional_relative_return,1,cost_adjusted_spread_not_positive_all_premay,1,3,2,False
core16he_H1_I5_deconcentration_trade_quote_volume_tsrank_168h_Mul_mark_index_basis_bps_delta_24h|L3_liquidity_tier_relative_return|1,S1_liquidity_basis_positioning,H1_I5_deconcentration,L3_liquidity_tier_relative_return,1,cost_adjusted_spread_not_positive_all_premay,2,3,2,False
core16he_H1_I5_deconcentration_liquidity_rank_active_universe_tsrank_168h_Mul_mark_index_basis_bps_zscore_168h|L3_liquidity_tier_relative_return|1,S1_liquidity_basis_positioning,H1_I5_deconcentration,L3_liquidity_tier_relative_return,1,cost_adjusted_spread_not_positive_all_premay,0,3,2,False
core16he_H1_I5_deconcentration_liquidity_rank_active_universe_tsrank_168h_Mul_mark_index_basis_bps_zscore_168h|L0_raw_forward_return|1,S1_liquidity_basis_positioning,H1_I5_deconcentration,L0_raw_forward_return,1,cost_adjusted_spread_not_positive_all_premay,0,3,2,False
core16he_H1_I5_deconcentration_liquidity_rank_active_universe_tsrank_168h_Mul_mark_index_basis_bps_zscore_168h|L1_cross_sectional_relative_return|1,S1_liquidity_basis_positioning,H1_I5_deconcentration,L1_cross_sectional_relative_return,1,cost_adjusted_spread_not_positive_all_premay,0,3,2,False
core16he_H0_I3_deconcentration_top_long_short_position_ratio_last_spread_short_long_Sub_mark_index_basis_bps_shock_24h|L3_liquidity_tier_relative_return|1,S0_positioning_price_basis,H0_I3_deconcentration,L3_liquidity_tier_relative_return,1,cost_adjusted_spread_not_positive_all_premay,0,3,2,False
core16he_H0_I3_deconcentration_top_long_short_position_ratio_last_zscore_168h_Sub_mark_index_basis_bps_zscore_72h|L3_liquidity_tier_relative_return|1,S0_positioning_price_basis,H0_I3_deconcentration,L3_liquidity_tier_relative_return,1,cost_adjusted_spread_not_positive_all_premay,0,3,1,False
core16he_H1_I5_deconcentration_trade_count_tsrank_168h_Mul_mark_index_basis_bps_zscore_168h|L0_raw_forward_return|1,S1_liquidity_basis_positioning,H1_I5_deconcentration,L0_raw_forward_return,1,cost_adjusted_spread_not_positive_all_premay,0,3,2,False
core16he_H1_I5_deconcentration_trade_count_tsrank_168h_Mul_mark_index_basis_bps_zscore_168h|L1_cross_sectional_relative_return|1,S1_liquidity_basis_positioning,H1_I5_deconcentration,L1_cross_sectional_relative_return,1,cost_adjusted_spread_not_positive_all_premay,0,3,2,False
core16he_H1_I5_deconcentration_trade_count_tsrank_168h_Mul_mark_index_basis_bps_zscore_168h|L3_liquidity_tier_relative_return|1,S1_liquidity_basis_positioning,H1_I5_deconcentration,L3_liquidity_tier_relative_return,1,cost_adjusted_spread_not_positive_all_premay,0,3,2,False
core16he_H0_I3_deconcentration_top_long_short_position_ratio_last_zscore_168h_Sub_mark_index_basis_bps_zscore_72h|L0_raw_forward_return|1,S0_positioning_price_basis,H0_I3_deconcentration,L0_raw_forward_return,1,cost_adjusted_spread_not_positive_all_premay,0,3,1,False
core16he_H0_I3_deconcentration_top_long_short_position_ratio_last_zscore_168h_Sub_mark_index_basis_bps_zscore_72h|L1_cross_sectional_relative_return|1,S0_positioning_price_basis,H0_I3_deconcentration,L1_cross_sectional_relative_return,1,cost_adjusted_spread_not_positive_all_premay,0,3,1,False
core16he_H3_cross_family_bridge_top_long_short_position_ratio_last_spread_short_long_SafeDiv_open_interest_value_last_zscore_168h|L0_raw_forward_return|24,S3_cross_family_bridge,H3_cross_family_bridge,L0_raw_forward_return,24,cost_adjusted_spread_not_positive_all_premay,2,3,3,False
core16he_H3_cross_family_bridge_top_long_short_position_ratio_last_spread_short_long_SafeDiv_open_interest_value_last_zscore_168h|L1_cross_sectional_relative_return|24,S3_cross_family_bridge,H3_cross_family_bridge,L1_cross_sectional_relative_return,24,cost_adjusted_spread_not_positive_all_premay,2,3,3,False
core16he_H0_I3_deconcentration_global_long_short_account_ratio_last_zscore_168h_Sub_mark_index_basis_bps_zscore_72h|L3_liquidity_tier_relative_return|1,S0_positioning_price_basis,H0_I3_deconcentration,L3_liquidity_tier_relative_return,1,cost_adjusted_spread_not_positive_all_premay,1,3,2,False
core16he_H1_I5_deconcentration_median_quote_volume_168h_tsrank_168h_Mul_mark_index_basis_bps_delta_24h|L0_raw_forward_return|1,S1_liquidity_basis_positioning,H1_I5_deconcentration,L0_raw_forward_return,1,cost_adjusted_spread_not_positive_all_premay,1,3,2,False
core16he_H1_I5_deconcentration_median_quote_volume_168h_tsrank_168h_Mul_mark_index_basis_bps_delta_24h|L1_cross_sectional_relative_return|1,S1_liquidity_basis_positioning,H1_I5_deconcentration,L1_cross_sectional_relative_return,1,cost_adjusted_spread_not_positive_all_premay,1,3,2,False
core16he_H0_I3_deconcentration_global_long_short_account_ratio_last_zscore_168h_Sub_mark_index_basis_bps_zscore_72h|L0_raw_forward_return|1,S0_positioning_price_basis,H0_I3_deconcentration,L0_raw_forward_return,1,cost_adjusted_spread_not_positive_all_premay,1,3,2,False
core16he_H0_I3_deconcentration_global_long_short_account_ratio_last_zscore_168h_Sub_mark_index_basis_bps_zscore_72h|L1_cross_sectional_relative_return|1,S0_positioning_price_basis,H0_I3_deconcentration,L1_cross_sectional_relative_return,1,cost_adjusted_spread_not_positive_all_premay,1,3,2,False
core16he_H3_cross_family_bridge_trade_quote_volume_zscore_168h_Mul_mark_trade_basis_bps_zscore_168h|L5_vol_adjusted_return|1,S3_cross_family_bridge,H3_cross_family_bridge,L5_vol_adjusted_return,1,one_bar_lag_not_positive_all_premay,3,3,2,False
core16he_H0_I3_deconcentration_top_long_short_account_ratio_last_zscore_168h_Sub_mark_index_basis_bps_zscore_72h|L1_cross_sectional_relative_return|1,S0_positioning_price_basis,H0_I3_deconcentration,L1_cross_sectional_relative_return,1,cost_adjusted_spread_not_positive_all_premay,1,3,2,False
core16he_H0_I3_deconcentration_top_long_short_account_ratio_last_zscore_168h_Sub_mark_index_basis_bps_zscore_72h|L0_raw_forward_return|1,S0_positioning_price_basis,H0_I3_deconcentration,L0_raw_forward_return,1,cost_adjusted_spread_not_positive_all_premay,1,3,2,False
core16he_H0_I3_deconcentration_top_long_short_account_ratio_last_zscore_168h_Sub_mark_index_basis_bps_zscore_72h|L3_liquidity_tier_relative_return|1,S0_positioning_price_basis,H0_I3_deconcentration,L3_liquidity_tier_relative_return,1,cost_adjusted_spread_not_positive_all_premay,1,3,2,False
core16he_H0_I3_deconcentration_top_long_short_account_ratio_last_spread_short_long_Sub_trade_return_1h_zscore_72h|L3_liquidity_tier_relative_return|1,S0_positioning_price_basis,H0_I3_deconcentration,L3_liquidity_tier_relative_return,1,cost_adjusted_spread_not_positive_all_premay,1,3,3,False
core16he_H3_cross_family_bridge_median_quote_volume_168h_zscore_168h_Mul_mark_trade_basis_bps_zscore_168h|L5_vol_adjusted_return|4,S3_cross_family_bridge,H3_cross_family_bridge,L5_vol_adjusted_return,4,one_bar_lag_not_positive_all_premay,3,3,2,False
core16he_H3_cross_family_bridge_liquidity_rank_active_universe_spread_short_long_Mul_basis_abs_168h_zscore_168h|L3_liquidity_tier_relative_return|8,S3_cross_family_bridge,H3_cross_family_bridge,L3_liquidity_tier_relative_return,8,cost_adjusted_spread_not_positive_all_premay,2,3,3,False
core16he_H3_cross_family_bridge_trade_count_zscore_168h_Mul_mark_trade_basis_bps_zscore_168h|L5_vol_adjusted_return|1,S3_cross_family_bridge,H3_cross_family_bridge,L5_vol_adjusted_return,1,one_bar_lag_not_positive_all_premay,3,3,2,False
core16he_H0_I3_deconcentration_top_long_short_account_ratio_last_spread_short_long_Sub_trade_return_1h_zscore_72h|L0_raw_forward_return|1,S0_positioning_price_basis,H0_I3_deconcentration,L0_raw_forward_return,1,cost_adjusted_spread_not_positive_all_premay,1,3,3,False
core16he_H0_I3_deconcentration_top_long_short_account_ratio_last_spread_short_long_Sub_trade_return_1h_zscore_72h|L1_cross_sectional_relative_return|1,S0_positioning_price_basis,H0_I3_deconcentration,L1_cross_sectional_relative_return,1,cost_adjusted_spread_not_positive_all_premay,1,3,3,False
core16he_H3_cross_family_bridge_liquidity_rank_active_universe_spread_short_long_Mul_basis_abs_168h_zscore_168h|L0_raw_forward_return|8,S3_cross_family_bridge,H3_cross_family_bridge,L0_raw_forward_return,8,cost_adjusted_spread_not_positive_all_premay,2,3,3,False
core16he_H3_cross_family_bridge_liquidity_rank_active_universe_spread_short_long_Mul_basis_abs_168h_zscore_168h|L1_cross_sectional_relative_return|8,S3_cross_family_bridge,H3_cross_family_bridge,L1_cross_sectional_relative_return,8,cost_adjusted_spread_not_positive_all_premay,2,3,3,False
core16he_H0_I3_deconcentration_global_long_short_account_ratio_last_spread_short_long_Sub_trade_return_1h_zscore_72h|L3_liquidity_tier_relative_return|1,S0_positioning_price_basis,H0_I3_deconcentration,L3_liquidity_tier_relative_return,1,cost_adjusted_spread_not_positive_all_premay,0,3,3,False
core16he_H0_I3_deconcentration_top_long_short_position_ratio_last_zscore_168h_Sub_trade_return_1h_zscore_72h|L0_raw_forward_return|1,S0_positioning_price_basis,H0_I3_deconcentration,L0_raw_forward_return,1,cost_adjusted_spread_not_positive_all_premay,0,3,3,False
core16he_H0_I3_deconcentration_top_long_short_position_ratio_last_zscore_168h_Sub_trade_return_1h_zscore_72h|L1_cross_sectional_relative_return|1,S0_positioning_price_basis,H0_I3_deconcentration,L1_cross_sectional_relative_return,1,cost_adjusted_spread_not_positive_all_premay,0,0,3,False
core16he_H0_I3_deconcentration_global_long_short_account_ratio_last_spread_short_long_Sub_trade_return_1h_zscore_72h|L0_raw_forward_return|1,S0_positioning_price_basis,H0_I3_deconcentration,L0_raw_forward_return,1,cost_adjusted_spread_not_positive_all_premay,1,3,3,False
core16he_H0_I3_deconcentration_global_long_short_account_ratio_last_spread_short_long_Sub_trade_return_1h_zscore_72h|L1_cross_sectional_relative_return|1,S0_positioning_price_basis,H0_I3_deconcentration,L1_cross_sectional_relative_return,1,cost_adjusted_spread_not_positive_all_premay,1,3,3,False
core16he_H3_cross_family_bridge_liquidity_rank_active_universe_spread_short_long_Mul_basis_abs_168h_zscore_168h|L3_liquidity_tier_relative_return|4,S3_cross_family_bridge,H3_cross_family_bridge,L3_liquidity_tier_relative_return,4,cost_adjusted_spread_not_positive_all_premay,1,0,3,False
core16he_H3_cross_family_bridge_taker_buy_sell_volume_ratio_last_spread_short_long_Mul_mark_trade_basis_bps_zscore_168h|L5_vol_adjusted_return|1,S3_cross_family_bridge,H3_cross_family_bridge,L5_vol_adjusted_return,1,one_bar_lag_not_positive_all_premay,3,3,2,False
core16he_H3_cross_family_bridge_liquidity_rank_active_universe_spread_short_long_Mul_basis_abs_168h_zscore_168h|L1_cross_sectional_relative_return|4,S3_cross_family_bridge,H3_cross_family_bridge,L1_cross_sectional_relative_return,4,cost_adjusted_spread_not_positive_all_premay,1,3,3,False
core16he_H3_cross_family_bridge_liquidity_rank_active_universe_spread_short_long_Mul_basis_abs_168h_zscore_168h|L0_raw_forward_return|4,S3_cross_family_bridge,H3_cross_family_bridge,L0_raw_forward_return,4,cost_adjusted_spread_not_positive_all_premay,1,3,3,False
core16he_H3_cross_family_bridge_taker_buy_sell_volume_ratio_last_spread_short_long_Mul_mark_trade_basis_bps_zscore_168h|L3_liquidity_tier_relative_return|1,S3_cross_family_bridge,H3_cross_family_bridge,L3_liquidity_tier_relative_return,1,cost_adjusted_spread_not_positive_all_premay,0,3,2,False
core16he_H3_cross_family_bridge_taker_buy_sell_volume_ratio_last_spread_short_long_Mul_mark_trade_basis_bps_zscore_168h|L0_raw_forward_return|1,S3_cross_family_bridge,H3_cross_family_bridge,L0_raw_forward_return,1,cost_adjusted_spread_not_positive_all_premay,0,3,2,False
core16he_H3_cross_family_bridge_taker_buy_sell_volume_ratio_last_spread_short_long_Mul_mark_trade_basis_bps_zscore_168h|L1_cross_sectional_relative_return|1,S3_cross_family_bridge,H3_cross_family_bridge,L1_cross_sectional_relative_return,1,cost_adjusted_spread_not_positive_all_premay,0,3,2,False
core16he_H0_I3_deconcentration_top_long_short_position_ratio_last_spread_short_long_Sub_premium_close_bps_shock_24h|L1_cross_sectional_relative_return|1,S0_positioning_price_basis,H0_I3_deconcentration,L1_cross_sectional_relative_return,1,cost_adjusted_spread_not_positive_all_premay,0,0,2,False
core16he_H0_I3_deconcentration_top_long_short_position_ratio_last_spread_short_long_Sub_premium_close_bps_shock_24h|L0_raw_forward_return|1,S0_positioning_price_basis,H0_I3_deconcentration,L0_raw_forward_return,1,cost_adjusted_spread_not_positive_all_premay,0,3,2,False
core16he_H1_I5_deconcentration_median_quote_volume_168h_shock_24h_Mul_mark_trade_basis_bps_zscore_168h|L3_liquidity_tier_relative_return|4,S1_liquidity_basis_positioning,H1_I5_deconcentration,L3_liquidity_tier_relative_return,4,cost_adjusted_spread_not_positive_all_premay,0,0,1,False
core16he_H3_cross_family_bridge_liquidity_rank_active_universe_spread_short_long_Mul_mark_trade_basis_bps_zscore_168h|L5_vol_adjusted_return|4,S3_cross_family_bridge,H3_cross_family_bridge,L5_vol_adjusted_return,4,control_ratio_not_clean_all_premay,3,0,2,False
core16he_H1_I5_deconcentration_median_quote_volume_168h_shock_24h_Mul_mark_trade_basis_bps_zscore_168h|L0_raw_forward_return|4,S1_liquidity_basis_positioning,H1_I5_deconcentration,L0_raw_forward_return,4,cost_adjusted_spread_not_positive_all_premay,0,3,1,False
core16he_H1_I5_deconcentration_median_quote_volume_168h_shock_24h_Mul_mark_trade_basis_bps_zscore_168h|L1_cross_sectional_relative_return|4,S1_liquidity_basis_positioning,H1_I5_deconcentration,L1_cross_sectional_relative_return,4,cost_adjusted_spread_not_positive_all_premay,0,3,1,False
core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_4h_Mul_trade_quote_volume_tsrank_168h|L3_liquidity_tier_relative_return|1,S2_taker_flow_liquidity_oi,H2_I4_near_miss_repair,L3_liquidity_tier_relative_return,1,cost_adjusted_spread_not_positive_all_premay,0,3,2,False
core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_4h_Mul_trade_quote_volume_tsrank_168h|L0_raw_forward_return|1,S2_taker_flow_liquidity_oi,H2_I4_near_miss_repair,L0_raw_forward_return,1,cost_adjusted_spread_not_positive_all_premay,0,0,3,False
core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_4h_Mul_trade_quote_volume_tsrank_168h|L1_cross_sectional_relative_return|1,S2_taker_flow_liquidity_oi,H2_I4_near_miss_repair,L1_cross_sectional_relative_return,1,cost_adjusted_spread_not_positive_all_premay,0,0,3,False
core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_1h_Mul_open_interest_change_24h_zscore_168h|L5_vol_adjusted_return|1,S2_taker_flow_liquidity_oi,H2_I4_near_miss_repair,L5_vol_adjusted_return,1,one_bar_lag_not_positive_all_premay,3,3,0,False
core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_1h_Mul_trade_count_zscore_168h|L0_raw_forward_return|1,S2_taker_flow_liquidity_oi,H2_I4_near_miss_repair,L0_raw_forward_return,1,cost_adjusted_spread_not_positive_all_premay,0,0,1,False
core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_1h_Mul_trade_count_zscore_168h|L1_cross_sectional_relative_return|1,S2_taker_flow_liquidity_oi,H2_I4_near_miss_repair,L1_cross_sectional_relative_return,1,cost_adjusted_spread_not_positive_all_premay,0,0,1,False
core16ke_H2_kline_taker_buy_quote_share_delta_2h_SafeDiv_median_quote_volume_168h_delta_2h|L1_cross_sectional_relative_return|4,S2_taker_flow_liquidity_oi,H2_I4_near_miss_repair,L1_cross_sectional_relative_return,4,cost_adjusted_spread_not_positive_all_premay,0,0,1,False
core16ke_H2_kline_taker_buy_quote_share_delta_2h_SafeDiv_median_quote_volume_168h_delta_2h|L0_raw_forward_return|4,S2_taker_flow_liquidity_oi,H2_I4_near_miss_repair,L0_raw_forward_return,4,cost_adjusted_spread_not_positive_all_premay,0,0,1,False
core16he_H0_I3_deconcentration_top_long_short_position_ratio_last_zscore_168h_Mul_trade_return_24h_zscore_72h|L0_raw_forward_return|1,S0_positioning_price_basis,H0_I3_deconcentration,L0_raw_forward_return,1,cost_adjusted_spread_not_positive_all_premay,0,0,3,False
core16he_H0_I3_deconcentration_top_long_short_position_ratio_last_zscore_168h_Mul_trade_return_24h_zscore_72h|L1_cross_sectional_relative_return|1,S0_positioning_price_basis,H0_I3_deconcentration,L1_cross_sectional_relative_return,1,cost_adjusted_spread_not_positive_all_premay,0,0,3,False
core16he_H3_cross_family_bridge_liquidity_rank_active_universe_spread_short_long_Mul_basis_abs_168h_zscore_168h|L1_cross_sectional_relative_return|1,S3_cross_family_bridge,H3_cross_family_bridge,L1_cross_sectional_relative_return,1,cost_adjusted_spread_not_positive_all_premay,0,0,3,False
core16he_H3_cross_family_bridge_liquidity_rank_active_universe_spread_short_long_Mul_basis_abs_168h_zscore_168h|L0_raw_forward_return|1,S3_cross_family_bridge,H3_cross_family_bridge,L0_raw_forward_return,1,cost_adjusted_spread_not_positive_all_premay,0,3,3,False
core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_shock_24h_SafeDiv_liquidity_rank_active_universe_delta_24h|L5_vol_adjusted_return|1,S2_taker_flow_liquidity_oi,H2_I4_near_miss_repair,L5_vol_adjusted_return,1,one_bar_lag_not_positive_all_premay,3,3,0,False
core16he_H2_I4_near_miss_repair_kline_taker_buy_quote_share_delta_1h_Mul_trade_count_zscore_168h|L5_vol_adjusted_return|1,S2_taker_flow_liquidity_oi,H2_I4_near_miss_repair,L5_vol_adjusted_return,1,control_ratio_not_clean_all_premay,3,0,1,False
core16me_H2_kline_taker_buy_quote_share_delta_2h_SafeDiv_median_quote_volume_168h_delta_1h|L3_liquidity_tier_relative_return|24,S2_taker_flow_liquidity_oi,H2_I4_near_miss_repair,L3_liquidity_tier_relative_return,24,cost_adjusted_spread_not_positive_all_premay,0,0,3,False
