blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,non_l7_bonus,score_no_may,skeleton_key,finite_share,nonzero_share,source_file,shard
a7ls5_3d44ce6d28a0eff5,"Delta(mark_index_basis_bps,72)",basis_premium_like,single,L3_liquidity_tier_relative_return,1,-1.0,3,True,0.8889150418954572,0.0003294490442445,True,2.630621275683648,2.630621275683648,True,0.0004576267359882,-0.0001423732640117,-0.0011423732640117,95.86666666666666,A7LS5S000_NUMERIC_CLUE,647,-0.0002544087012966,-1.4520135427346332,-1.4520135427346332,-1.4520135427346332,0.4574961360123648,719,-0.0005331057590013,-5.2006269662451405,-5.2006269662451405,-5.2006269662451405,0.3963838664812239,719,-0.0009464702684475,-6.624144539286157,-6.624144539286157,-6.624144539286157,0.3602225312934631,719,-0.0008576267359882,-2.630621275683648,-2.630621275683648,-2.630621275683648,0.4283727399165508,1.0,6.111084958104543,skel_a59c464749d21fe1,0.9790290146509624,0.9976831474960876,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_selected_portfolio_queue.csv,s000
a7ls5_093c274318822859,"Delta(mark_index_basis_bps,2)",basis_premium_like,single,L5_vol_adjusted_return,24,-1.0,3,True,0.8852201850171003,0.1655485597036653,True,0.3359136489520894,2.119775533823057,True,0.2823626229820661,0.2817626229820661,0.2807626229820661,92.8,A7LS5S000_NUMERIC_CLUE,694,-0.0755230763843707,-1.4990668915538985,-0.2746742325430641,-1.8686682051506416,0.4682997118155619,696,-0.0643055486108917,-1.349360888288622,-0.3359136489520894,-2.119775533823057,0.4640804597701149,696,-0.214244066756433,-3.392030909350317,-0.8317508191506213,-2.810864147319532,0.4396551724137931,696,-0.2827626229820661,-2.4611718355845618,-0.5392877652628694,-2.517298796364679,0.4655172413793103,1.0,287.87740279704906,skel_833160a92d493ba5,0.999138178684286,0.9986791978148362,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_portfolio_marginal_proxy.csv,s000
a7ls5_2a2b7e5d4d298995,"Delta(mark_trade_basis_bps,168)",basis_premium_like,single,L5_vol_adjusted_return,8,1.0,3,True,0.7010974768462495,0.0866580181059283,True,1.3241970551691802,0.107185966035036,True,0.2342846570164058,0.2336846570164058,0.2326846570164058,94.93333333333334,A7LS5S000_NUMERIC_CLUE,544,0.0043937239372389,0.1670394385757529,0.0367465590830829,-1.6999563940314888,0.5,712,0.1167999512113225,4.49631205293415,1.3241970551691802,0.1800608165339592,0.5828651685393258,712,0.2488371436429327,6.390855739387323,2.197596126927308,1.0745636520881032,0.6334269662921348,712,0.2346846570164058,4.365674880705649,1.9489603324507876,0.107185966035036,0.5674157303370787,1.0,239.9835595395596,skel_387b4ee45e0f14aa,0.9514507325481184,0.8895902526167472,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_portfolio_marginal_proxy.csv,s000
a7ls5_35d2fb6b43e8b1d2,"TSRank(mark_index_basis_bps,168)",basis_premium_like,single,L5_vol_adjusted_return,4,-1.0,3,True,0.97653683106407,0.100958164568628,True,0.6531103694326705,1.6952320818773037,True,0.2284978831147891,0.2278978831147891,0.2268978831147891,95.46666666666668,A7LS5S000_NUMERIC_CLUE,685,-0.0263183954878991,-1.314009923415915,-0.7676380587996895,-1.1369568643190466,0.4598540145985401,716,-0.0298848245333121,-1.4394800672556878,-0.6531103694326705,-1.6952320818773037,0.4636871508379888,716,-0.152758455385947,-5.1012799673380655,-2.683878540844977,-3.5302283859029107,0.4120111731843575,716,-0.2288978831147891,-6.2499554242198805,-3.068900219944505,-4.031160163404895,0.4343575418994413,1.0,233.92134628372511,skel_0ec66fcb7d77eb0f,0.993105429474289,1.0,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_portfolio_marginal_proxy.csv,s000
a7ls5_35a1ae6f13bfd9a5,"TSRank(mark_index_basis_bps,24)",basis_premium_like,single,L5_vol_adjusted_return,4,-1.0,3,True,0.72390924065298,0.0838282221116948,True,0.2969766370757456,2.622654388991804,True,0.1928676126847845,0.1922676126847845,0.1912676126847845,95.46666666666668,A7LS5S000_NUMERIC_CLUE,648,-0.0271065597090296,-1.3537107070874916,-0.8218195541604767,-1.3651658610607689,0.4799382716049383,689,-0.0284788075741028,-1.3081595727621813,-0.2969766370757456,-2.622654388991804,0.4383164005805515,701,-0.1282460966969452,-4.312356892661606,-2.141412348370084,-3.29171719719762,0.4051355206847361,707,-0.1932676126847845,-5.1967390463669085,-2.577737095345624,-3.185717966424185,0.4356435643564356,1.0,198.54370344413155,skel_c3679aee60483657,0.993105429474289,1.0,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_portfolio_marginal_proxy.csv,s000
a7ls5_2b146a4707fb996d,"TSRank(mark_index_basis_bps,12)",basis_premium_like,single,L5_vol_adjusted_return,4,-1.0,3,True,0.7199718249093048,0.0453749872793219,True,1.494852968605731,2.3185814387113477,True,0.1439449945109379,0.1433449945109379,0.1423449945109379,95.46666666666668,A7LS5S000_NUMERIC_CLUE,562,-0.0234674454694229,-1.056121613751884,-0.5179278823849323,-0.9691728934875152,0.4893238434163701,605,-0.0653983637693991,-2.9961138438092885,-1.494852968605731,-2.3185814387113477,0.4264462809917355,627,-0.1066432215662677,-3.011562934952711,-2.4853712897281466,-2.882783339971205,0.4178628389154705,665,-0.1443449945109379,-4.214127057786611,-2.150249273939909,-3.2677212340842923,0.4345864661654135,1.0,149.62502268602867,skel_c3679aee60483657,0.9965527147371444,1.0,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_portfolio_marginal_proxy.csv,s000
a7ls5_1bcf1c49f40bab87,"Delta(premium_close_bps,2)",basis_premium_like,single,L5_vol_adjusted_return,1,-1.0,3,True,0.7959821675415732,0.0281824373741344,True,2.6488396004693664,2.6488396004693664,True,0.0571483630018562,0.0565483630018562,0.0555483630018562,95.86666666666666,A7LS5S000_NUMERIC_CLUE,717,-0.0149237068292222,-1.3762992263081746,-1.3762992263081746,-1.3762992263081746,0.4923291492329149,719,-0.0474916416702543,-3.405575919128568,-3.405575919128568,-3.405575919128568,0.4158553546592489,719,-0.0457615424030299,-3.442963280767927,-3.442963280767927,-3.442963280767927,0.4436717663421418,719,-0.0575483630018562,-2.6488396004693664,-2.6488396004693664,-2.6488396004693664,0.4506258692628651,1.0,62.75238083431472,skel_c056ba61747eb5bd,0.999138178684286,0.821104681809469,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_portfolio_marginal_proxy.csv,s000
a7ls5_347a71c421750135,"Mul(ZScore(Mean(premium_close_bps,2)),Sign(ZScore(Mean(mark_index_basis_bps,2))))",basis_premium_like,gated_sign,L7_ranked_future_return,8,-1.0,3,True,0.6111020713422561,0.02440211584109,True,1.1675935102249864,2.5365986473193844,True,0.030844883715206,0.030244883715206,0.029244883715206,94.93333333333334,A7LS5S000_RANK_LABEL_DIAGNOSTIC_CLUE,711,-0.0013528197885617,-0.2472414713110695,-0.2329543240427365,-1.2845417559084882,0.5049226441631505,712,-0.0264466071562059,-5.163167328112178,-2.018770170153361,-2.823883069412847,0.4396067415730337,712,-0.0197160409595671,-3.467414347650734,-1.1675935102249864,-2.5365986473193844,0.449438202247191,712,-0.031244883715206,-5.7795868014229725,-1.923037241577738,-4.363746459187577,0.425561797752809,0.0,35.63378164386377,skel_8caea0159157ef13,0.9994254524561909,1.0,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_portfolio_marginal_proxy.csv,s000
a7ls5_210d926717304a06,"Mul(ZScore(Mean(premium_close_bps,2)),Sign(ZScore(Mean(premium_close_bps,2))))",basis_premium_like,gated_sign,L7_ranked_future_return,4,-1.0,3,True,0.8244486296472545,0.0236677258145266,True,0.8232078043714911,1.848776118726778,True,0.0223896653356019,0.0217896653356019,0.0207896653356019,95.46666666666668,A7LS5S000_RANK_LABEL_DIAGNOSTIC_CLUE,711,-0.0060886978410712,-1.053068953621117,-0.3979381850870351,-1.3048359269752758,0.4810126582278481,715,-0.010700797822192,-1.99409694765474,-0.8232078043714911,-2.010263566352356,0.4783216783216783,716,-0.0111538779911248,-1.999497001062736,-0.9168903601101666,-1.848776118726778,0.4539106145251396,716,-0.0227896653356019,-4.072484259416183,-1.9323514077617063,-3.1477429670895893,0.4497206703910614,0.0,26.96521670595471,skel_6397276c0860ae93,0.9994254524561909,1.0,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_portfolio_marginal_proxy.csv,s000
a7ls5_1f3737767d99e521,"TSRank(premium_close_bps,12)",basis_premium_like,single,L7_ranked_future_return,1,-1.0,3,True,0.384162331078954,0.0065991531088614,True,3.997612558198072,3.997612558198072,True,0.0213963462922211,0.0207963462922211,0.0197963462922211,95.86666666666666,A7LS5S000_RANK_LABEL_DIAGNOSTIC_CLUE,595,-0.0257658802616724,-4.190350826757121,-4.190350826757121,-4.190350826757121,0.4453781512605042,646,-0.0270478135443904,-4.707035233970667,-4.707035233970667,-4.707035233970667,0.436532507739938,659,-0.0282102620477248,-5.008171622196692,-5.008171622196692,-5.008171622196692,0.4142640364188164,678,-0.0217963462922211,-3.997612558198072,-3.997612558198072,-3.997612558198072,0.4454277286135693,0.0,26.412183961142155,skel_ae53744521b850a3,0.9965527147371444,1.0,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_portfolio_marginal_proxy.csv,s000
a7ls5_02504849e5ba235e,"Sub(Mean(premium_close_bps,2),Mean(premium_close_bps,24))",basis_premium_like,spread_short_long,L7_ranked_future_return,1,-1.0,3,True,0.5683962604938806,0.0215738165147066,True,3.260487463364855,3.260487463364855,True,0.0200147188739504,0.0194147188739504,0.0184147188739504,95.86666666666666,A7LS5S000_RANK_LABEL_DIAGNOSTIC_CLUE,696,-0.016066926750745,-2.762479282970609,-2.762479282970609,-2.762479282970609,0.4425287356321839,719,-0.016710854195642,-3.260487463364855,-3.260487463364855,-3.260487463364855,0.4283727399165508,719,-0.0331275273012929,-6.080566870915646,-6.080566870915646,-6.080566870915646,0.3908205841446453,719,-0.0204147188739504,-3.7047450278172422,-3.7047450278172422,-3.7047450278172422,0.4436717663421418,0.0,24.846322613456564,skel_30e79ebb96f46f90,0.993105429474289,0.9935788496769838,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_portfolio_marginal_proxy.csv,s000
a7ls5_26542ab5813a932e,"Mul(Delta(mark_index_basis_bps,8),Sign(mark_index_basis_bps))",basis_premium_like,gated_sign,L7_ranked_future_return,24,1.0,3,True,0.9562276594976464,0.0053061143039591,True,0.0971699381674784,-2.2235709139944078,True,0.0065086080512984,0.0059086080512984,0.0049086080512984,92.8,A7LS5S000_RANK_LABEL_DIAGNOSTIC_CLUE,688,0.0054663106965977,1.005054278018796,0.3448070459174509,-2.4410443815327176,0.4883720930232558,696,0.0089778895274584,1.7951984769960363,0.0971699381674784,-0.6114803959875202,0.5272988505747126,696,0.0101673085621541,2.1465851468270016,0.3884904750513235,-1.2873300457090535,0.5229885057471264,696,0.0069086080512984,1.1693588023217387,0.1048544847627177,-2.2235709139944078,0.5129310344827587,0.0,10.95238039180078,skel_b6d119d59413e77f,0.9974145360528583,0.9873841925883255,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_portfolio_marginal_proxy.csv,s000
a7ls5_3d44ce6d28a0eff5,"Delta(mark_index_basis_bps,72)",basis_premium_like,single,L3_liquidity_tier_relative_return,1,-1.0,3,True,0.8889150418954572,0.0003294490442445,True,2.630621275683648,2.630621275683648,True,0.0004576267359882,-0.0001423732640117,-0.0011423732640117,95.86666666666666,A7LS5S000_NUMERIC_CLUE,647,-0.0002544087012966,-1.4520135427346332,-1.4520135427346332,-1.4520135427346332,0.4574961360123648,719,-0.0005331057590013,-5.2006269662451405,-5.2006269662451405,-5.2006269662451405,0.3963838664812239,719,-0.0009464702684475,-6.624144539286157,-6.624144539286157,-6.624144539286157,0.3602225312934631,719,-0.0008576267359882,-2.630621275683648,-2.630621275683648,-2.630621275683648,0.4283727399165508,1.0,6.111084958104543,skel_a59c464749d21fe1,0.9790290146509624,0.9976831474960876,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_portfolio_marginal_proxy.csv,s000
a7ls5_054cc3bfba6240c2,"Delta(premium_close_bps,4)",basis_premium_like,single,L3_liquidity_tier_relative_return,1,-1.0,3,True,0.9022445591291806,0.0004094783851478,True,1.3906748702047496,1.3906748702047496,True,2.8099144081130995e-05,-0.0005719008559188,-0.0015719008559188,95.86666666666666,A7LS5S000_NUMERIC_CLUE,715,-0.0003323453061317,-1.9245217786026017,-1.9245217786026017,-1.9245217786026017,0.4615384615384615,719,-0.0002048674042776,-1.820473552481351,-1.820473552481351,-1.820473552481351,0.4520166898470097,719,-0.0003377009981145,-2.297928027278308,-2.297928027278308,-2.297928027278308,0.4589707927677329,719,-0.0004280991440811,-1.3906748702047496,-1.3906748702047496,-1.3906748702047496,0.4756606397774687,1.0,6.097755440870819,skel_c056ba61747eb5bd,0.9985636311404767,0.8238546461449943,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_portfolio_marginal_proxy.csv,s000
a7ls5_4616845b0b6bf159,"Delta(mark_index_basis_bps,12)",basis_premium_like,single,L5_vol_adjusted_return,4,-1.0,3,True,0.492405742843467,0.1391792991169378,True,0.8526160823945341,2.3034674945928035,True,0.2735114070752542,0.2729114070752542,0.2719114070752542,95.46666666666668,A7LS5S001_NUMERIC_CLUE,704,-0.0152679536515713,-0.7346261281119532,-0.2453531057260181,-1.1518736274135262,0.4829545454545454,716,-0.0499445943469194,-2.6999686486417835,-0.8526160823945341,-3.055158664730524,0.4608938547486033,716,-0.0966461980478178,-3.1718341345237664,-1.5438659885563188,-2.3034674945928035,0.4092178770949721,716,-0.2739114070752542,-6.032952949424892,-3.1393728728015606,-3.6093186054930806,0.4120111731843575,1.0,279.41900133241074,skel_a59c464749d21fe1,0.9962654409652398,0.998429089773164,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_001\a7ls5_s001_selected_portfolio_queue.csv,s001
a7ls5_75fcafa367ab667d,"Delta(mark_index_basis_bps,1)",basis_premium_like,single,L5_vol_adjusted_return,8,-1.0,3,True,0.9896803246107077,0.1033234641519401,True,0.5918073083971804,2.256916344286432,True,0.1852564477919629,0.1846564477919629,0.1836564477919629,94.93333333333334,A7LS5S001_NUMERIC_CLUE,711,-0.0343349374028047,-1.2964843762769531,-0.288674972706573,-1.703932455476024,0.4936708860759494,712,-0.0869793935891047,-2.9002613241480737,-1.0832049346261643,-3.06810189724523,0.4424157303370786,712,-0.0886279454833791,-2.3250919182850365,-0.5918073083971804,-2.724180557453245,0.4339887640449438,712,-0.1856564477919629,-2.961401835499631,-1.2063835421628992,-2.256916344286432,0.4648876404494382,1.0,190.66676746735223,skel_833160a92d493ba5,0.9994254524561909,0.9985478346268084,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_001\a7ls5_s001_selected_portfolio_queue.csv,s001
