blueprint_id,a7ls_arm,semantic_pair,motif,skeleton_key,production_key,expression,eval_success,finite_share,nonzero_share,activity_ok,min_value,max_value,std_value,error
a7ls1_003ae88433257c16,A7LS_A,basis_premium_like,delta_x_divergence,skel_735ea7ae66522a09,prod_c322245992f0907c,"Mul(Delta(Mean(mark_index_basis_bps,48),24),Sub(CSRank(Mean(mark_index_basis_bps,48)),CSRank(Abs(ZScore(Mean(mark_trade_basis_bps,24))))))",True,0.9963109393579073,0.9877714756279855,True,-161.7941264479373,185.51209983363174,2.618443104213918,
a7ls1_003ca7d4b3c223eb,A7LS_A,basis_premium_like,delta_x_divergence,skel_8c2c9f3f4b776243,prod_7641a917608418ba,"Mul(Delta(Delta(mark_index_basis_bps,1),24),Sub(CSRank(Delta(mark_index_basis_bps,1)),CSRank(Delta(mark_trade_basis_bps,12))))",True,0.997355330955212,0.9896277412220786,True,-1318.2425180103291,2189.2916112217404,9.273181317239912,
a7ls1_004bef3462797116,A7LS_A,basis_premium_like,delta_x_divergence,skel_8c2c9f3f4b776243,prod_0bf452a80e74627f,"Mul(Delta(Mean(mark_index_basis_bps,4),24),Sub(CSRank(Mean(mark_index_basis_bps,4)),CSRank(Mean(premium_close_bps,72))))",True,0.9968995243757431,0.9751901207767643,True,-53.64463216190187,302.11028721189945,2.5820314186978885,
a7ls1_00510b7255943213,A7LS_A,basis_premium_like,delta_x_divergence,skel_8c2c9f3f4b776243,prod_6c3cfe5f597d42e4,"Mul(Delta(Mean(mark_index_basis_bps,72),24),Sub(CSRank(Mean(mark_index_basis_bps,72)),CSRank(Delta(mark_trade_basis_bps,24))))",True,0.9963347205707491,0.9900462555482292,True,-117.54613536860215,122.67371344571741,1.5677543832734806,
a7ls1_00621fee0d396c92,A7LS_A,basis_premium_like,delta_x_divergence,skel_74c9211f88a36010,prod_37e3dc4bd54d2d20,"Mul(Delta(Abs(ZScore(Mean(mark_index_basis_bps,72))),24),Sub(CSRank(Abs(ZScore(Mean(mark_index_basis_bps,72)))),CSRank(Delta(mark_trade_basis_bps,12))))",True,0.9963347205707491,0.9903446142768629,True,-5.909580973175615,9.268737942574244,0.18315182245416584,
a7ls1_006ef85dea2fde47,A7LS_A,basis_premium_like,delta_x_divergence,skel_76e17584561ba4d6,prod_c5495e733e25b4c2,"Mul(Delta(ZScore(Mean(mark_index_basis_bps,24)),24),Sub(CSRank(ZScore(Mean(mark_index_basis_bps,24))),CSRank(Abs(ZScore(Mean(mark_trade_basis_bps,24))))))",True,0.9962871581450654,0.9874902158529538,True,-7.227518588585012,10.66319706392964,0.375377113855617,
a7ls1_008e11c837c28de0,A7LS_A,basis_premium_like,delta_x_divergence,skel_ce638db1cf3f85fb,prod_228c7bd4b568bd35,"Mul(Delta(Decay(mark_index_basis_bps,24),24),Sub(CSRank(Decay(mark_index_basis_bps,24)),CSRank(mark_trade_basis_bps)))",True,0.9962871581450654,0.9924551421100738,True,-356.6556339533794,458.71603565561105,4.317037701881252,
a7ls1_00d274fca4ff60a1,A7LS_A,basis_premium_like,delta_x_divergence,skel_ed4f1d0a031f5137,prod_aed5e604b9390a95,"Mul(Delta(ZScore(Mean(mark_index_basis_bps,8)),24),Sub(CSRank(ZScore(Mean(mark_index_basis_bps,8))),CSRank(Delta(mark_trade_basis_bps,1))))",True,0.9970640110978993,0.9897350226636469,True,-7.7516837326237855,11.34597388025403,0.4495800445363725,
a7ls1_01555cceb1dc8d31,A7LS_A,basis_premium_like,delta_x_divergence,skel_5a907d6cdab2784b,prod_5224aae5f5852b9a,"Mul(Delta(Abs(ZScore(Mean(mark_index_basis_bps,24))),24),Sub(CSRank(Abs(ZScore(Mean(mark_index_basis_bps,24)))),CSRank(ZScore(Mean(mark_trade_basis_bps,24)))))",True,0.9962871581450654,0.9892361950285096,True,-6.3643845970050466,8.955765585017037,0.29657411653103616,
a7ls1_015d8eb36c8d9a4f,A7LS_A,basis_premium_like,delta_x_divergence,skel_645a6995f5269099,prod_a0340707b31302dd,"Mul(Delta(ZScore(Mean(mark_index_basis_bps,1)),24),Sub(CSRank(ZScore(Mean(mark_index_basis_bps,1))),CSRank(ZScore(Mean(premium_close_bps,1)))))",True,0.0,0.0,False,,,,
a7ls1_017139cff02c9129,A7LS_A,basis_premium_like,delta_x_divergence,skel_645a6995f5269099,prod_2301d5e23f003319,"Mul(Delta(ZScore(Mean(mark_index_basis_bps,72)),24),Sub(CSRank(ZScore(Mean(mark_index_basis_bps,72))),CSRank(ZScore(Mean(mark_trade_basis_bps,72)))))",True,0.9963822829964328,0.9937476940457401,True,-6.073156649737163,9.990099019110609,0.250660962579344,
a7ls1_01751af7cec3a3b0,A7LS_A,basis_premium_like,delta_x_divergence,skel_ea3ce7738ec5fb30,prod_12a4c23d99712158,"Mul(Delta(Delta(mark_index_basis_bps,8),24),Sub(CSRank(Delta(mark_index_basis_bps,8)),CSRank(ZScore(Mean(premium_close_bps,2)))))",True,0.9966463535473642,0.9832111356406816,True,-1714.7128387014718,2328.0452547220325,11.151235922205359,
a7ls1_01baae24edf3b8ab,A7LS_A,basis_premium_like,delta_x_divergence,skel_8c2c9f3f4b776243,prod_8e26e34c51dd8036,"Mul(Delta(Mean(mark_index_basis_bps,2),24),Sub(CSRank(Mean(mark_index_basis_bps,2)),CSRank(Delta(mark_trade_basis_bps,2))))",True,0.997355330955212,0.9900082560795445,True,-1214.8447961867703,1311.9818978542492,7.497834626788978,
a7ls1_01e96fd883c463eb,A7LS_A,basis_premium_like,delta_x_divergence,skel_8c2c9f3f4b776243,prod_c35025ce96751249,"Mul(Delta(Delta(mark_index_basis_bps,2),24),Sub(CSRank(Delta(mark_index_basis_bps,2)),CSRank(Delta(mark_trade_basis_bps,4))))",True,0.9973067776456599,0.9897206308706962,True,-2057.8209191060955,2170.841164592484,10.447264133640852,
a7ls1_01ef58aa97186ce6,A7LS_A,basis_premium_like,delta_x_divergence,skel_8c2c9f3f4b776243,prod_148518b1b631396c,"Mul(Delta(Delta(mark_index_basis_bps,1),24),Sub(CSRank(Delta(mark_index_basis_bps,1)),CSRank(Mean(mark_trade_basis_bps,4))))",True,0.997355330955212,0.9880207365694649,True,-1269.958349184607,2174.544752120927,9.040710258896596,
a7ls1_01f6a6e388548a5c,A7LS_A,basis_premium_like,delta_x_divergence,skel_645a6995f5269099,prod_b4fbbef154ed98f6,"Mul(Delta(ZScore(Mean(mark_index_basis_bps,72)),24),Sub(CSRank(ZScore(Mean(mark_index_basis_bps,72))),CSRank(ZScore(Mean(mark_trade_basis_bps,48)))))",True,0.9963822829964328,0.9933409510625539,True,-6.025478821039719,9.990099019110609,0.24995233543795853,
a7ls1_0248a944d13f7c3e,A7LS_A,basis_premium_like,delta_x_divergence,skel_645a6995f5269099,prod_c19ec186c756463b,"Mul(Delta(ZScore(Mean(mark_index_basis_bps,4)),24),Sub(CSRank(ZScore(Mean(mark_index_basis_bps,4))),CSRank(ZScore(Mean(premium_close_bps,4)))))",True,0.9968881292112565,0.9567923169554087,True,-6.686068646516912,9.039599456269887,0.20208506914621716,
a7ls1_024b0d1795148624,A7LS_A,basis_premium_like,delta_x_divergence,skel_8c2c9f3f4b776243,prod_fa90d80caa9bb46c,"Mul(Delta(Mean(mark_index_basis_bps,168),24),Sub(CSRank(Mean(mark_index_basis_bps,168)),CSRank(Mean(mark_trade_basis_bps,24))))",True,0.9964298454221165,0.9926680369969282,True,-48.69022186654316,53.70180619236673,0.8510705271545962,
a7ls1_0257ceaa2fdb17c6,A7LS_A,basis_premium_like,delta_x_divergence,skel_8c2c9f3f4b776243,prod_b4e49dc8a0bc2f06,"Mul(Delta(Delta(mark_index_basis_bps,168),24),Sub(CSRank(Delta(mark_index_basis_bps,168)),CSRank(Delta(mark_trade_basis_bps,168))))",True,0.9892469282600079,0.9909144907387003,True,-1344.2084224477119,2182.0506861634076,13.263750803919397,
a7ls1_025d278f2474846b,A7LS_A,basis_premium_like,delta_x_divergence,skel_74c9211f88a36010,prod_f8d3f7aeebb5aa15,"Mul(Delta(Abs(ZScore(Mean(mark_index_basis_bps,72))),24),Sub(CSRank(Abs(ZScore(Mean(mark_index_basis_bps,72)))),CSRank(Delta(mark_trade_basis_bps,4))))",True,0.9963347205707491,0.9903441170123153,True,-5.816358487607332,9.268737942574244,0.18329005369404222,
a7ls1_02a5de9b998d4a17,A7LS_A,basis_premium_like,delta_x_divergence,skel_ed4f1d0a031f5137,prod_545262922e363ecb,"Mul(Delta(ZScore(Mean(mark_index_basis_bps,4)),24),Sub(CSRank(ZScore(Mean(mark_index_basis_bps,4))),CSRank(TSRank(premium_close_bps,24))))",True,0.9968757431629013,0.9937602318778347,True,-8.521449469744361,11.211637182233941,0.40541989852586335,
