blueprint_id,label_family,label_horizon_h,orientation_from_train,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok
a7ff7e_b5ca9f3f6b8f16d6,L0_raw_forward_return,1,-1.0,3.7082178483917994,3.7082178483917994,True
a7ff7e_b5ca9f3f6b8f16d6,L1_cross_sectional_relative_return,1,-1.0,3.7082178483918002,3.7082178483918002,True
a7ff7e_b5ca9f3f6b8f16d6,L3_liquidity_tier_relative_return,1,-1.0,3.9129086623160174,3.9129086623160174,True
a7ff7e_b5ca9f3f6b8f16d6,L5_vol_adjusted_return,1,-1.0,6.677055460804123,6.677055460804123,True
a7ff7e_b5ca9f3f6b8f16d6,L7_ranked_future_return,1,-1.0,7.04825933782845,7.04825933782845,True
a7ff7e_b5ca9f3f6b8f16d6,L0_raw_forward_return,4,-1.0,0.38914388515256254,2.3976609684666155,True
a7ff7e_b5ca9f3f6b8f16d6,L1_cross_sectional_relative_return,4,-1.0,0.38914388515256243,2.397660968466615,True
a7ff7e_b5ca9f3f6b8f16d6,L3_liquidity_tier_relative_return,4,-1.0,0.638531469454066,2.262075551182273,True
a7ff7e_b5ca9f3f6b8f16d6,L5_vol_adjusted_return,4,-1.0,0.8526160823945341,2.3034674945928035,True
a7ff7e_b5ca9f3f6b8f16d6,L7_ranked_future_return,4,-1.0,1.8882427897960161,4.094186429604916,True
a7ff7e_b5ca9f3f6b8f16d6,L0_raw_forward_return,8,-1.0,0.5567741631848137,2.2797241573153624,True
a7ff7e_b5ca9f3f6b8f16d6,L1_cross_sectional_relative_return,8,-1.0,0.5567741631848137,2.279724157315362,True
a7ff7e_b5ca9f3f6b8f16d6,L3_liquidity_tier_relative_return,8,-1.0,0.5366319505789752,2.2156314814783205,True
a7ff7e_b5ca9f3f6b8f16d6,L5_vol_adjusted_return,8,-1.0,0.6269007657003582,2.3257390719032007,True
a7ff7e_b5ca9f3f6b8f16d6,L7_ranked_future_return,8,-1.0,0.962100235460413,2.682808219866048,True
a7ff7e_b5ca9f3f6b8f16d6,L0_raw_forward_return,24,-1.0,0.0983863165874792,1.7687530429337301,True
a7ff7e_b5ca9f3f6b8f16d6,L1_cross_sectional_relative_return,24,-1.0,0.09838631658747887,1.76875304293373,True
a7ff7e_b5ca9f3f6b8f16d6,L3_liquidity_tier_relative_return,24,-1.0,0.06202369778223422,1.6720583410904188,True
a7ff7e_b5ca9f3f6b8f16d6,L5_vol_adjusted_return,24,-1.0,0.012496359238265295,2.034745254587818,True
a7ff7e_b5ca9f3f6b8f16d6,L7_ranked_future_return,24,1.0,-0.39834139521989886,-3.711230027245885,False
a7ff7e_f484f2e1a7036ff4,L0_raw_forward_return,1,-1.0,3.7082178483917994,3.7082178483917994,True
a7ff7e_f484f2e1a7036ff4,L1_cross_sectional_relative_return,1,-1.0,3.7082178483918002,3.7082178483918002,True
a7ff7e_f484f2e1a7036ff4,L3_liquidity_tier_relative_return,1,-1.0,3.9129086623160174,3.9129086623160174,True
a7ff7e_f484f2e1a7036ff4,L5_vol_adjusted_return,1,-1.0,6.677055460804123,6.677055460804123,True
a7ff7e_f484f2e1a7036ff4,L7_ranked_future_return,1,-1.0,7.04825933782845,7.04825933782845,True
a7ff7e_f484f2e1a7036ff4,L0_raw_forward_return,4,-1.0,0.38914388515256254,2.3976609684666155,True
a7ff7e_f484f2e1a7036ff4,L1_cross_sectional_relative_return,4,-1.0,0.38914388515256243,2.397660968466615,True
a7ff7e_f484f2e1a7036ff4,L3_liquidity_tier_relative_return,4,-1.0,0.638531469454066,2.262075551182273,True
a7ff7e_f484f2e1a7036ff4,L5_vol_adjusted_return,4,-1.0,0.8526160823945341,2.3034674945928035,True
a7ff7e_f484f2e1a7036ff4,L7_ranked_future_return,4,-1.0,1.8882427897960161,4.094186429604916,True
a7ff7e_f484f2e1a7036ff4,L0_raw_forward_return,8,-1.0,0.5567741631848137,2.2797241573153624,True
a7ff7e_f484f2e1a7036ff4,L1_cross_sectional_relative_return,8,-1.0,0.5567741631848137,2.279724157315362,True
a7ff7e_f484f2e1a7036ff4,L3_liquidity_tier_relative_return,8,-1.0,0.5366319505789752,2.2156314814783205,True
a7ff7e_f484f2e1a7036ff4,L5_vol_adjusted_return,8,-1.0,0.6269007657003582,2.3257390719032007,True
a7ff7e_f484f2e1a7036ff4,L7_ranked_future_return,8,-1.0,0.962100235460413,2.682808219866048,True
