candidate_id,expression,objective_family,source_stage,field_families,fields,operator_signature,window_signature,skeleton_key,production_key,historical_source_ok,field_lineage_ok,pit_policy_ok,negative_control_attached,selected_for_z8_materialization,preflight_decision,shared_pool_stage,control_modes,static_valid
a7al2z7_002f1b9a11a16083,"LatentNeutralRank(Sub(Rank(Mean(Delta(mark_trade_basis_bps,12),8)),Rank(Mean(Delta(funding_rate,12),8))),liquidity_tier)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,funding_rate|liquidity_tier|mark_trade_basis_bps,Delta|LatentNeutralRank|Mean|Rank|Sub,8|12,skeleton-aea444a5ed8a6400,a7al2z7::M0_basis_funding_double_difference::funding_rate|liquidity_tier|mark_trade_basis_bps::Delta|LatentNeutralRank|Mean|Rank|Sub::8|12,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_00b9f7f2e817cf7d,"LatentNeutralRank(Sub(Rank(Mean(Delta(mark_index_basis_bps,48),4)),Rank(Mean(Delta(funding_rate,48),4))),R5_basis_premium_dislocation_state)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,R5_basis_premium_dislocation_state|funding_rate|mark_index_basis_bps,Delta|LatentNeutralRank|Mean|Rank|Sub,4|48,skeleton-1d048fd25fceb186,a7al2z7::M0_basis_funding_double_difference::R5_basis_premium_dislocation_state|funding_rate|mark_index_basis_bps::Delta|LatentNeutralRank|Mean|Rank|Sub::4|48,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_029bd0dc4ea7deaa,"LatentNeutralRank(Sub(Rank(Mean(Delta(mark_index_basis_bps,48),8)),Rank(Mean(Delta(funding_rate,48),8))),R10_stress_proxy_state)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,R10_stress_proxy_state|funding_rate|mark_index_basis_bps,Delta|LatentNeutralRank|Mean|Rank|Sub,8|48,skeleton-1d048fd25fceb186,a7al2z7::M0_basis_funding_double_difference::R10_stress_proxy_state|funding_rate|mark_index_basis_bps::Delta|LatentNeutralRank|Mean|Rank|Sub::8|48,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_02a37ddf932978e0,"GroupNeutralize(Sub(Rank(Mean(Delta(mark_index_basis_bps,48),4)),Rank(Mean(Delta(funding_rate,48),4))),R5_basis_premium_dislocation_state)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,R5_basis_premium_dislocation_state|funding_rate|mark_index_basis_bps,Delta|GroupNeutralize|Mean|Rank|Sub,4|48,skeleton-4964bb24550c433f,a7al2z7::M0_basis_funding_double_difference::R5_basis_premium_dislocation_state|funding_rate|mark_index_basis_bps::Delta|GroupNeutralize|Mean|Rank|Sub::4|48,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_02bf2e7e1a213cbd,"GroupNeutralize(Sub(Rank(Mean(Delta(premium_close_bps,72),12)),Rank(Mean(Delta(funding_rate,72),12))),R5_basis_premium_dislocation_state)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,R5_basis_premium_dislocation_state|funding_rate|premium_close_bps,Delta|GroupNeutralize|Mean|Rank|Sub,12|72,skeleton-4964bb24550c433f,a7al2z7::M0_basis_funding_double_difference::R5_basis_premium_dislocation_state|funding_rate|premium_close_bps::Delta|GroupNeutralize|Mean|Rank|Sub::12|72,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_02c858f34d65b612,"LatentNeutralRank(Sub(Rank(Mean(Delta(mark_trade_basis_bps,72),12)),Rank(Mean(Delta(funding_rate,72),12))),R5_basis_premium_dislocation_state)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,R5_basis_premium_dislocation_state|funding_rate|mark_trade_basis_bps,Delta|LatentNeutralRank|Mean|Rank|Sub,12|72,skeleton-1d048fd25fceb186,a7al2z7::M0_basis_funding_double_difference::R5_basis_premium_dislocation_state|funding_rate|mark_trade_basis_bps::Delta|LatentNeutralRank|Mean|Rank|Sub::12|72,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_0360ff84330cad0a,"LatentNeutralRank(Sub(Rank(Mean(Delta(premium_close_bps,168),12)),Rank(Mean(Delta(funding_rate,168),12))),R10_stress_proxy_state)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,R10_stress_proxy_state|funding_rate|premium_close_bps,Delta|LatentNeutralRank|Mean|Rank|Sub,12|168,skeleton-1d048fd25fceb186,a7al2z7::M0_basis_funding_double_difference::R10_stress_proxy_state|funding_rate|premium_close_bps::Delta|LatentNeutralRank|Mean|Rank|Sub::12|168,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_065abbf8a0fe1fb7,"GroupNeutralize(Sub(Rank(Mean(Delta(premium_close_bps,72),8)),Rank(Mean(Delta(funding_rate,72),8))),R10_stress_proxy_state)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,R10_stress_proxy_state|funding_rate|premium_close_bps,Delta|GroupNeutralize|Mean|Rank|Sub,8|72,skeleton-4964bb24550c433f,a7al2z7::M0_basis_funding_double_difference::R10_stress_proxy_state|funding_rate|premium_close_bps::Delta|GroupNeutralize|Mean|Rank|Sub::8|72,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_066be0cdc6266ec1,"GroupNeutralize(Sub(Rank(Mean(Delta(mark_index_basis_bps,48),8)),Rank(Mean(Delta(funding_rate,48),8))),R10_stress_proxy_state)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,R10_stress_proxy_state|funding_rate|mark_index_basis_bps,Delta|GroupNeutralize|Mean|Rank|Sub,8|48,skeleton-4964bb24550c433f,a7al2z7::M0_basis_funding_double_difference::R10_stress_proxy_state|funding_rate|mark_index_basis_bps::Delta|GroupNeutralize|Mean|Rank|Sub::8|48,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_068bb1a1076a5844,"LatentNeutralRank(Sub(Rank(Mean(Delta(mark_index_basis_bps,48),12)),Rank(Mean(Delta(funding_rate,48),12))),liquidity_tier)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,funding_rate|liquidity_tier|mark_index_basis_bps,Delta|LatentNeutralRank|Mean|Rank|Sub,12|48,skeleton-aea444a5ed8a6400,a7al2z7::M0_basis_funding_double_difference::funding_rate|liquidity_tier|mark_index_basis_bps::Delta|LatentNeutralRank|Mean|Rank|Sub::12|48,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
