candidate_id,variant,entry_label,split,avg_one_way_turnover,net_mean_spread_2bps,net_mean_spread_5bps,net_mean_spread_10bps
a7al2q_d6f7ebc0dbbdda7a,original,label_t_to_t24,train_2024,0.005285714381333134,0.0019447063682933657,0.0019431206539789658,0.0019404777967882995
a7al2q_d6f7ebc0dbbdda7a,original,label_t_to_t24,validation_2025H1,0.00499444985921594,0.0012876575246314216,0.001286159189673657,0.001283661964744049
a7al2q_d6f7ebc0dbbdda7a,original,label_t_to_t24,test_2025H2,0.004637618636755824,0.0019107794171673873,0.0019093881315763602,0.0019070693222579824
a7al2q_d6f7ebc0dbbdda7a,original,label_t_to_t24,recent_oos_2026JanApr,0.0032618310482087566,0.0018647774789902665,0.0018637989296758034,0.0018621680141516995
a7al2q_d6f7ebc0dbbdda7a,original,label_t_to_t24,known_may2026_stress,0.004203216374269006,-0.0016500715244420613,-0.001651332489354342,-0.0016534340975414767
a7al2q_d6f7ebc0dbbdda7a,one_bar_lag,label_t_to_t24,train_2024,0.0052863194310562725,0.0019588375028633943,0.0019572516070340776,0.00195460844731855
a7al2q_d6f7ebc0dbbdda7a,one_bar_lag,label_t_to_t24,validation_2025H1,0.004982266623348495,0.0012670080108777612,0.0012655133308907566,0.0012630221975790824
a7al2q_d6f7ebc0dbbdda7a,one_bar_lag,label_t_to_t24,test_2025H2,0.004649602147445115,0.00191588744788447,0.0019144925672402366,0.001912167766166514
a7al2q_d6f7ebc0dbbdda7a,one_bar_lag,label_t_to_t24,recent_oos_2026JanApr,0.0032618310482087566,0.0018377449748115276,0.0018367664254970648,0.0018351355099729607
a7al2q_d6f7ebc0dbbdda7a,one_bar_lag,label_t_to_t24,known_may2026_stress,0.004203216374269005,-0.0016338250650238845,-0.0016350860299361647,-0.0016371876381232994
a7al2q_d6f7ebc0dbbdda7a,original,label_t1_to_t25,train_2024,0.0052863194310562725,0.0019588375028633943,0.0019572516070340776,0.00195460844731855
a7al2q_d6f7ebc0dbbdda7a,original,label_t1_to_t25,validation_2025H1,0.004983420192837577,0.0012717020111907733,0.001270206985132922,0.0012677152750365031
a7al2q_d6f7ebc0dbbdda7a,original,label_t1_to_t25,test_2025H2,0.004638674801328076,0.0019134210620755448,0.0019120294596351461,0.001909710122234482
a7al2q_d6f7ebc0dbbdda7a,original,label_t1_to_t25,recent_oos_2026JanApr,0.0032629735459489347,0.0018506122177886237,0.001849633325724839,0.0018480018389518647
a7al2q_d6f7ebc0dbbdda7a,original,label_t1_to_t25,known_may2026_stress,0.004210526315789474,-0.001656568536781222,-0.001657831694675959,-0.0016599369578338536
a7al2q_d6f7ebc0dbbdda7a,one_bar_lag,label_t1_to_t25,train_2024,0.005286924619313979,0.001971342925117153,0.0019697568477313587,0.0019671133854217014
a7al2q_d6f7ebc0dbbdda7a,one_bar_lag,label_t1_to_t25,validation_2025H1,0.004983420192837577,0.0012517970359586744,0.001250302009900823,0.0012478102998044044
a7al2q_d6f7ebc0dbbdda7a,one_bar_lag,label_t1_to_t25,test_2025H2,0.004650661041124788,0.0019212926661712957,0.0019198974678589584,0.0019175721373383954
a7al2q_d6f7ebc0dbbdda7a,one_bar_lag,label_t1_to_t25,recent_oos_2026JanApr,0.0032629735459489347,0.0018292587775471715,0.0018282798854833858,0.0018266483987104119
