blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,source_file,shard,next_wave_family,a7ls_arm,source_seed_id,source_info_axis,source_stability_tier,source_info_axis_score,skeleton_key,production_key,company_numeric_shard,blocker_family,premay_all_positive_bool,lag_ok_bool,robust_ok_bool,deep_followup_score,promotion_lane
a7ls9_76338597207b32cd,"Delta(mark_index_basis_bps,168)",basis_premium_like,delta,L5_vol_adjusted_return,1,-1.0,3,True,0.6478525726341747,0.0289322040940615,True,8.369750499514737,8.369750499514737,True,0.1150571217051447,0.1144571217051447,0.1134571217051447,95.95555555555556,A7LS10S006_NUMERIC_CLUE,1991,-0.0140433812756864,-1.8080598864818007,-1.8080598864818007,-1.8080598864818007,0.4706177800100452,2159,-0.0586786444244704,-8.369750499514737,-8.369750499514737,-8.369750499514737,0.3978693839740621,2159,-0.0702067812933845,-9.078395948640573,-9.078395948640573,-9.078395948640573,0.4066697545159796,2159,-0.1154571217051447,-11.47042509924484,-11.47042509924484,-11.47042509924484,0.3867531264474294,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_006\a7ls10_s006_label_response_metrics.csv,s006,basis_crowding_deep,A7LS9_E,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.6255535887337,skel_387b4ee45e0f14aa,prod_78252d08f35c5375,a7ls10_s006,numeric_clue,True,True,True,1189.4117993582395,A7LS11_PRIORITY_DEEP_AUDIT
a7ls9_e35d41d4178faab2,"Mul(Abs(ZScore(Mean(premium_abs_168h,24))),ZScore(Mean(taker_buy_sell_volume_ratio_last,24)))",basis_premium|positioning_flow,raw_abs_state,L0_raw_forward_return,24,1.0,3,True,0.3178522613549097,0.0048685610387918,True,1.5422292549380228,0.817377595959884,True,0.0045671441372708,0.0039671441372708,0.0029671441372708,94.93333333333334,A7LS10S027_NUMERIC_CLUE,2113,0.0005302651145224,1.3296237521220609,0.222788536934628,-1.1886556427993245,0.5177472787505916,2136,0.0030349414722322,7.549353114117721,1.5422292549380228,0.817377595959884,0.5543071161048689,2136,0.0056038850288712,11.224412729996514,2.377199586736123,1.2415435494143696,0.5795880149812734,2136,0.0049671441372708,8.958723682644527,1.8339800638425745,0.9266989541119875,0.5941011235955056,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_027\a7ls10_s027_label_response_metrics.csv,s027,raw_multi_axis_probe,A7LS9_R,a7ls9_reserved_raw,raw_multi_axis,RESERVE,0.0,skel_ef7cc2ad85d60bf9,prod_cdf59a4c2ea0720c,a7ls10_s027,numeric_clue,True,True,True,836.4193497492805,A7LS11_PRIORITY_DEEP_AUDIT
a7ls9_ffe3eb90cbdae18a,"Mul(Delta(premium_close_bps,12),ZScore(Mean(open_interest_value_last,12)))",basis_premium|positioning_flow,raw_delta_state,L5_vol_adjusted_return,1,1.0,3,True,0.4986722398500913,0.015848760426972,True,1.8544275276669857,1.8544275276669857,True,0.0436647686109262,0.0430647686109262,0.0420647686109262,95.95555555555556,A7LS10S028_NUMERIC_CLUE,2147,0.0106938208960839,1.516112027662164,1.516112027662164,1.516112027662164,0.5286446204005589,2159,0.0357898193255318,5.399537120054096,5.399537120054096,5.399537120054096,0.5590551181102362,2159,0.015367721984019,1.8544275276669857,1.8544275276669857,1.8544275276669857,0.5303381194997684,2159,0.0440647686109262,4.493903490822007,4.493903490822007,4.493903490822007,0.5493283927744326,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_028\a7ls10_s028_label_response_metrics.csv,s028,raw_multi_axis_probe,A7LS9_R,a7ls9_reserved_raw,raw_multi_axis,RESERVE,0.0,skel_b3bb0d70da3b9e3c,prod_aaa2921510160612,a7ls10_s028,numeric_clue,True,True,True,686.9290005208769,A7LS11_PRIORITY_DEEP_AUDIT
a7ls9_e35d41d4178faab2,"Mul(Abs(ZScore(Mean(premium_abs_168h,24))),ZScore(Mean(taker_buy_sell_volume_ratio_last,24)))",basis_premium|positioning_flow,raw_abs_state,L3_liquidity_tier_relative_return,24,1.0,3,True,0.4978644852140756,0.004856081299097,True,1.803192736746655,1.114497870999774,True,0.0045766137755471,0.0039766137755471,0.0029766137755471,94.93333333333334,A7LS10S027_NUMERIC_CLUE,2113,0.0008355949710592,2.160185608524922,0.3837494926395939,-1.08484955008428,0.5234264079507809,2136,0.0034639856337637,8.761269427418052,1.803192736746655,1.1371364128418406,0.5697565543071161,2136,0.0055084099743653,10.934106878001542,2.359239824709737,1.168590295333024,0.5856741573033708,2136,0.0049766137755471,9.339746068288733,1.891814337768328,1.114497870999774,0.5987827715355806,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_027\a7ls10_s027_label_response_metrics.csv,s027,raw_multi_axis_probe,A7LS9_R,a7ls9_reserved_raw,raw_multi_axis,RESERVE,0.0,skel_ef7cc2ad85d60bf9,prod_cdf59a4c2ea0720c,a7ls10_s027,numeric_clue,True,True,True,682.5033492735809,A7LS11_PRIORITY_DEEP_AUDIT
a7ls9_b627111b0d3434a7,"Mul(Abs(ZScore(Mean(basis_abs_168h,12))),Sign(ZScore(Mean(age_x_volatility,12))))",basis_premium_like|age_x_volatility,basis_abs_gate,L3_liquidity_tier_relative_return,24,-1.0,3,True,0.4819644056850492,0.0057405405750895,True,1.4739835099382543,1.8860824604404671,True,0.005469874162177,0.004869874162177,0.003869874162177,94.93333333333334,A7LS10S002_NUMERIC_CLUE,2125,-0.0004276347626511,-0.9276337219653672,-0.2302024116895935,-0.9041030687123064,0.4465882352941177,2136,-0.0030242968644485,-7.730556796083022,-1.5710471791816942,-1.9175763477829333,0.4091760299625468,2136,-0.0028015532010644,-7.058031646742389,-1.4739835099382543,-1.8860824604404671,0.4424157303370786,2136,-0.005869874162177,-13.73062836280647,-2.757902647610297,-3.5498092706320854,0.3529962546816479,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_002\a7ls10_s002_label_response_metrics.csv,s002,basis_context_interaction,A7LS9_F,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.6255535887337,skel_a48d4f61289851a6,prod_1d3d331b6d9d96e0,a7ls10_s002,numeric_clue,True,True,True,665.491350714527,A7LS11_PRIORITY_DEEP_AUDIT
a7ls9_f39b206ab8e2b215,"Mul(Abs(ZScore(Mean(premium_close_bps,72))),Sign(ZScore(Mean(age_x_volatility,72))))",basis_premium_like|age_x_volatility,basis_abs_gate,L1_cross_sectional_relative_return,24,-1.0,3,True,0.4540692712494566,0.0046058375869486,True,1.1123779560426472,1.913767306491604,True,0.0042495198355605,0.0036495198355605,0.0026495198355605,94.93333333333334,A7LS10S003_NUMERIC_CLUE,2113,-0.0019727839495501,-4.178952455722115,-0.9216398010864884,-1.3944888396709445,0.4477046852815901,2136,-0.0041628468952401,-8.966714469728876,-1.8590612461101967,-2.448589682815091,0.4213483146067415,2136,-0.0029056266839903,-5.523753673671008,-1.1123779560426472,-1.913767306491604,0.4335205992509363,2136,-0.0046495198355605,-7.243478996746137,-1.4963197222505826,-1.96455347221285,0.4400749063670412,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_003\a7ls10_s003_label_response_metrics.csv,s003,basis_context_interaction,A7LS9_F,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.6255535887337,skel_44b0788ab15d393d,prod_ac1812caf8d5cbba,a7ls10_s003,numeric_clue,True,True,True,657.2145827306776,A7LS11_PRIORITY_DEEP_AUDIT
a7ls9_f39b206ab8e2b215,"Mul(Abs(ZScore(Mean(premium_close_bps,72))),Sign(ZScore(Mean(age_x_volatility,72))))",basis_premium_like|age_x_volatility,basis_abs_gate,L0_raw_forward_return,24,-1.0,3,True,0.4540692712494567,0.0046058375869486,True,1.1123779560426477,1.913767306491604,True,0.0042495198355605,0.0036495198355605,0.0026495198355605,94.93333333333334,A7LS10S003_NUMERIC_CLUE,2113,-0.0019727839495501,-4.178952455722116,-0.9216398010864884,-1.3944888396709447,0.4477046852815901,2136,-0.0041628468952401,-8.966714469728872,-1.8590612461101967,-2.448589682815091,0.4213483146067415,2136,-0.0029056266839903,-5.523753673671008,-1.1123779560426477,-1.913767306491604,0.4335205992509363,2136,-0.0046495198355605,-7.243478996746136,-1.4963197222505826,-1.96455347221285,0.4400749063670412,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_003\a7ls10_s003_label_response_metrics.csv,s003,basis_context_interaction,A7LS9_F,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.6255535887337,skel_44b0788ab15d393d,prod_ac1812caf8d5cbba,a7ls10_s003,numeric_clue,True,True,True,657.2145827306775,A7LS11_PRIORITY_DEEP_AUDIT
a7ls9_0c00218805a15710,"Mul(Abs(ZScore(Mean(basis_abs_168h,24))),Sign(ZScore(Mean(age_x_volatility,24))))",basis_premium_like|age_x_volatility,basis_abs_gate,L1_cross_sectional_relative_return,8,-1.0,3,True,0.514996830125681,0.0021632664110163,True,1.4276926354537374,1.6868834920346083,True,0.0017766591074216,0.0011766591074216,0.0001766591074216,95.64444444444445,A7LS10S001_NUMERIC_CLUE,2129,-0.0004916245429094,-1.6162942144535914,-0.5319430893256633,-1.0145789485764896,0.462188821042743,2152,-0.0011052510303501,-4.422235726609798,-1.6584846629697778,-2.033657713672877,0.4460966542750929,2152,-0.0010690632241923,-3.9574517815731394,-1.4276926354537374,-1.6868834920346083,0.4512081784386617,2152,-0.0021766591074216,-6.791206389257468,-2.390966981132107,-2.8168499591371376,0.4298327137546468,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_001\a7ls10_s001_label_response_metrics.csv,s001,basis_context_interaction,A7LS9_F,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.6255535887337,skel_a48d4f61289851a6,prod_8798ec5798472960,a7ls10_s001,numeric_clue,True,True,True,627.7940660838029,A7LS11_PRIORITY_DEEP_AUDIT
a7ls9_0c00218805a15710,"Mul(Abs(ZScore(Mean(basis_abs_168h,24))),Sign(ZScore(Mean(age_x_volatility,24))))",basis_premium_like|age_x_volatility,basis_abs_gate,L0_raw_forward_return,8,-1.0,3,True,0.5149968301256812,0.0021632664110163,True,1.4276926354537371,1.6868834920346087,True,0.0017766591074216,0.0011766591074216,0.0001766591074216,95.64444444444445,A7LS10S001_NUMERIC_CLUE,2129,-0.0004916245429094,-1.6162942144535908,-0.5319430893256633,-1.0145789485764891,0.462188821042743,2152,-0.0011052510303501,-4.422235726609798,-1.6584846629697776,-2.033657713672877,0.4460966542750929,2152,-0.0010690632241923,-3.957451781573139,-1.4276926354537371,-1.6868834920346087,0.4512081784386617,2152,-0.0021766591074216,-6.791206389257468,-2.390966981132107,-2.816849959137137,0.4298327137546468,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_001\a7ls10_s001_label_response_metrics.csv,s001,basis_context_interaction,A7LS9_F,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.6255535887337,skel_a48d4f61289851a6,prod_8798ec5798472960,a7ls10_s001,numeric_clue,True,True,True,627.7940660838027,A7LS11_PRIORITY_DEEP_AUDIT
a7ls9_f131878ada5f7bdb,"Mul(Abs(ZScore(Mean(premium_abs_168h,12))),Sign(ZScore(Mean(age_x_volatility,12))))",basis_premium_like|age_x_volatility,basis_abs_gate,L0_raw_forward_return,24,-1.0,3,True,0.4776505301375162,0.0054386426737386,True,1.0527856197317944,1.4552259677972714,True,0.0051649226359058,0.0045649226359058,0.0035649226359058,94.93333333333334,A7LS10S003_NUMERIC_CLUE,2125,-0.0005532309282818,-1.2336351477899057,-0.2503949281558255,-0.8128753404821197,0.4734117647058823,2136,-0.0030755573974858,-7.149658323075405,-1.47035126378743,-1.9515753097726127,0.4293071161048689,2136,-0.0023300620674048,-5.112689490285941,-1.0527856197317944,-1.4552259677972714,0.4293071161048689,2136,-0.0055649226359058,-12.17528418505304,-2.552840137049477,-3.1189993465982573,0.3965355805243445,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_003\a7ls10_s003_label_response_metrics.csv,s003,basis_context_interaction,A7LS9_F,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.6255535887337,skel_6ef80d25d0bfaa17,prod_2a2f2e27fa48743e,a7ls10_s003,numeric_clue,True,True,True,627.6824182624006,A7LS11_PRIORITY_DEEP_AUDIT
