attempt,blueprint_id,expression,semantic_pair,motif,horizon_h,search_policy,search_core,ast_path,ast_skeleton,primary_field,secondary_field,primary_semantic,secondary_semantic,left_transform_motif,right_transform_motif,left_window,right_window,candidate_origin,reward_feedback_source,authorizes,memory_allowed,memory_action,memory_reason,memory_expression_key,memory_skeleton_key,memory_pair_motif,memory_search_weight
1,a7search1_fc0b5481499e70db,"SafeDiv(TSRank(sqrt_listing_age_days,48),Abs(Delta(taker_buy_sell_volume_ratio_mean,96)))",age|taker_flow,safe_div_abs,24,map_elites_diversity,cem_uct_policy_over_typed_ast,map_elites_diversity/age|taker_flow/safe_div_abs/tsrank:48/delta:96,"SafeDiv(TSRank(FIELD,W),Abs(Delta(FIELD,W)))",sqrt_listing_age_days,taker_buy_sell_volume_ratio_mean,age,taker_flow,tsrank,delta,48,96,generated_search_policy,policy_exploration,proxy_only,True,neutral,neutral_explore,expr-ebeee61f64a0024d,skeleton-f1100872171c9da8,age|taker_flow|safe_div_abs,0.75
2,a7search1_1d30aeffc35fffab,"SafeDiv(ZScore(funding_rate),Abs(Mean(funding_rate,4)))",funding_sparse|funding_sparse,safe_div_abs,8,uct_ast_tree,cem_uct_policy_over_typed_ast,uct_ast_tree/funding_sparse|funding_sparse/safe_div_abs/zscore:240/mean:4,"SafeDiv(ZScore(FIELD),Abs(Mean(FIELD,W)))",funding_rate,funding_rate,funding_sparse,funding_sparse,zscore,mean,240,4,generated_search_policy,policy_exploration,proxy_only,True,neutral,neutral_explore,expr-4ad4394aa9090eac,skeleton-63e8ac2c0f5c3693,funding_sparse|funding_sparse|safe_div_abs,0.75
3,a7search1_1a61ee6daa00dc10,"Mul(SafeDiv(Abs(ZScore(premium_close_bps)),Abs(Abs(ZScore(taker_buy_sell_volume_ratio_mean)))),Sign(Mean(quote_volume_z_168h,12)))",premium|taker_flow,safe_div_abs_gated,8,uct_ast_tree,cem_uct_policy_over_typed_ast,uct_ast_tree/premium|taker_flow/safe_div_abs_gated/abs_zscore:72/abs_zscore:168,"Mul(SafeDiv(Abs(ZScore(FIELD)),Abs(Abs(ZScore(FIELD)))),Sign(Mean(FIELD,W)))",premium_close_bps,taker_buy_sell_volume_ratio_mean,premium,taker_flow,abs_zscore,abs_zscore,72,168,generated_search_policy,policy_exploration,proxy_only,True,neutral,neutral_explore,expr-99ef3e21ac5ebc2a,skeleton-112b7ce2b1894ce5,premium|taker_flow|safe_div_abs_gated,0.75
4,a7search1_82f2883b70e43ba5,"Mul(Abs(ZScore(open_interest_mean)),TSRank(top_global_account_divergence,36))",open_interest|positioning,smooth_mul,4,raw_ast_explore,cem_uct_policy_over_typed_ast,raw_ast_explore/open_interest|positioning/smooth_mul/abs_zscore:720/tsrank:36,"Mul(Abs(ZScore(FIELD)),TSRank(FIELD,W))",open_interest_mean,top_global_account_divergence,open_interest,positioning,abs_zscore,tsrank,720,36,generated_search_policy,policy_exploration,proxy_only,True,neutral,carry_forward_prior,expr-e817d12bc4010ab6,skeleton-04f52e806d236f53,open_interest|positioning|smooth_mul,1.25
5,a7search1_e99f8541a195b2b6,"SafeDiv(Abs(ZScore(funding_rate)),Abs(ZScore(funding_rate)))",funding_sparse|funding_sparse,safe_div_abs,8,uct_ast_tree,cem_uct_policy_over_typed_ast,uct_ast_tree/funding_sparse|funding_sparse/safe_div_abs/abs_zscore:72/zscore:3,"SafeDiv(Abs(ZScore(FIELD)),Abs(ZScore(FIELD)))",funding_rate,funding_rate,funding_sparse,funding_sparse,abs_zscore,zscore,72,3,generated_search_policy,policy_exploration,proxy_only,True,neutral,neutral_explore,expr-62adf333bd2e82a9,skeleton-7ccce6baaee67bd4,funding_sparse|funding_sparse|safe_div_abs,0.75
6,a7search1_869124da6b197299,"SafeDiv(Mean(open_interest_value_last,16),Abs(ZScore(taker_buy_sell_volume_ratio_last)))",open_interest|taker_flow,safe_div_abs,8,uct_ast_tree,cem_uct_policy_over_typed_ast,uct_ast_tree/open_interest|taker_flow/safe_div_abs/mean:16/zscore:24,"SafeDiv(Mean(FIELD,W),Abs(ZScore(FIELD)))",open_interest_value_last,taker_buy_sell_volume_ratio_last,open_interest,taker_flow,mean,zscore,16,24,generated_search_policy,policy_exploration,proxy_only,True,promote,exploit_lightly_with_diversity_cap,expr-1721b0a79d7c7224,skeleton-cce1bd3df0241fd1,open_interest|taker_flow|safe_div_abs,1.5
7,a7search1_6de293517cca51ef,"Mul(Abs(ZScore(account_position_divergence)),Decay(stress_proxy_state,36))",positioning|regime,smooth_mul,8,raw_ast_explore,cem_uct_policy_over_typed_ast,raw_ast_explore/positioning|regime/smooth_mul/abs_zscore:3/decay:36,"Mul(Abs(ZScore(FIELD)),Decay(FIELD,W))",account_position_divergence,stress_proxy_state,positioning,regime,abs_zscore,decay,3,36,generated_search_policy,policy_exploration,proxy_only,True,neutral,neutral_explore,expr-ec6f49ac7611389c,skeleton-a1bbf373cd217065,positioning|regime|smooth_mul,0.75
8,a7search1_8d2695cbd701af6e,"Mul(SafeDiv(Mean(funding_rate,504),Abs(Abs(ZScore(funding_rate)))),Sign(TSRank(liquidity_cycle_state,168)))",funding_sparse|funding_sparse,safe_div_abs_gated,4,uct_ast_tree,cem_uct_policy_over_typed_ast,uct_ast_tree/funding_sparse|funding_sparse/safe_div_abs_gated/mean:504/abs_zscore:120,"Mul(SafeDiv(Mean(FIELD,W),Abs(Abs(ZScore(FIELD)))),Sign(TSRank(FIELD,W)))",funding_rate,funding_rate,funding_sparse,funding_sparse,mean,abs_zscore,504,120,generated_search_policy,policy_exploration,proxy_only,True,neutral,neutral_explore,expr-4b09736b2f772a4e,skeleton-3ac40b7a7f0cc356,funding_sparse|funding_sparse|safe_div_abs_gated,0.75
9,a7search1_c9c087bfbb63eb66,"SafeDiv(Abs(ZScore(open_interest_last)),Abs(Mean(open_interest_value_last,3)))",open_interest|open_interest,safe_div_abs,8,map_elites_diversity,cem_uct_policy_over_typed_ast,map_elites_diversity/open_interest|open_interest/safe_div_abs/abs_zscore:504/mean:3,"SafeDiv(Abs(ZScore(FIELD)),Abs(Mean(FIELD,W)))",open_interest_last,open_interest_value_last,open_interest,open_interest,abs_zscore,mean,504,3,generated_search_policy,policy_exploration,proxy_only,True,neutral,neutral_explore,expr-a1f22d3e81d43b28,skeleton-7df38c2438a1592e,open_interest|open_interest|safe_div_abs,0.75
10,a7search1_119d2bf5a046e57e,"Sub(Decay(premium_close_bps,72),ZScore(taker_buy_sell_volume_ratio_last))",premium|taker_flow,spread,8,raw_ast_explore,cem_uct_policy_over_typed_ast,raw_ast_explore/premium|taker_flow/spread/decay:72/zscore:6,"Sub(Decay(FIELD,W),ZScore(FIELD))",premium_close_bps,taker_buy_sell_volume_ratio_last,premium,taker_flow,decay,zscore,72,6,generated_search_policy,policy_exploration,proxy_only,True,neutral,neutral_explore,expr-c60f3324f59013fd,skeleton-f24f66de9e61280b,premium|taker_flow|spread,0.75
11,a7search1_32a8ce9a6a555a00,"SafeDiv(ZScore(mark_trade_basis_bps),Abs(CSRank(leverage_crowding_state)))",basis|regime,safe_div_abs,24,raw_ast_explore,cem_uct_policy_over_typed_ast,raw_ast_explore/basis|regime/safe_div_abs/zscore:504/csrank:4,"SafeDiv(ZScore(FIELD),Abs(CSRank(FIELD)))",mark_trade_basis_bps,leverage_crowding_state,basis,regime,zscore,csrank,504,4,generated_search_policy,policy_exploration,proxy_only,True,neutral,neutral_explore,expr-469fc7dfcdf06ea4,skeleton-602d0d0c232e1b55,basis|regime|safe_div_abs,0.75
12,a7search1_b9c06848eec359df,"SafeDiv(Delta(open_interest_last,72),Abs(Delta(taker_buy_sell_volume_ratio_last,36)))",open_interest|taker_flow,safe_div_abs,8,map_elites_diversity,cem_uct_policy_over_typed_ast,map_elites_diversity/open_interest|taker_flow/safe_div_abs/delta:72/delta:36,"SafeDiv(Delta(FIELD,W),Abs(Delta(FIELD,W)))",open_interest_last,taker_buy_sell_volume_ratio_last,open_interest,taker_flow,delta,delta,72,36,generated_search_policy,policy_exploration,proxy_only,True,promote,exploit_lightly_with_diversity_cap,expr-2b2a502d1c5fa690,skeleton-151ad5f88400de8b,open_interest|taker_flow|safe_div_abs,1.5
