candidate_id,label_family,horizon_h,orientation_from_train,oriented_validation_spread,oriented_test_spread,oriented_recent_spread,one_bar_lag_recent_oriented,control_ratio_premay_max,control_ratio_warning_ge_0_80,turnover_proxy,cost10_recent_oriented,top_symbol_abs_contribution_share,top_symbol,top_month_abs_contribution_share,top_month,decision,clue_key,return_corr_cluster
a7ab3_4092255ee6888704,L7_ranked_future_return,4,-1.0,0.0237294520182624,0.0317847237962123,0.0358817625431411,0.036359515047906,0.6716994597085293,False,1.17076162463233,0.0347110009185088,0.0297737351216794,1000RATSUSDT,0.065268011641358,2025-10,A7AB8_FORENSIC_SURVIVOR,a7ab3_4092255ee6888704|L7_ranked_future_return|4,0
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,-1.0,0.0233415871949138,0.0313280436771767,0.0363537400839643,0.0366554869803739,0.667184992690689,False,1.1712823080292885,0.035182457775935,0.0297034521771952,1000RATSUSDT,0.0653007517279762,2025-10,A7AB8_FORENSIC_SURVIVOR,a7ab3_ced6188c184ada50|L7_ranked_future_return|4,0
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,-1.0,0.031426236131365,0.0353439059812927,0.0339348917126574,0.0330888465966835,0.955289755450635,True,0.0341648413542774,0.0339007268713031,0.0507896725787983,BTCUSDT,0.0668978742944433,2025-08,A7AB8_FORENSIC_SURVIVOR,a7ab3_2af478d1ff284e21|L7_ranked_future_return|1,1
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,-1.0,0.031426236131365,0.0353439059812927,0.0339348917126574,0.0330888465966835,0.955289755450635,True,0.0341648413542774,0.0339007268713031,0.0507896725787983,BTCUSDT,0.0668978742944433,2025-08,A7AB8_FORENSIC_SURVIVOR,a7ab3_3edc6f38cc9be3f3|L7_ranked_future_return|1,1
a7ab3_6e301587da1c1fa3,L7_ranked_future_return,1,-1.0,0.0325732100826361,0.0358993304601317,0.0320244257586867,0.0301622219649312,0.8435940263192452,True,0.1590988171975718,0.0318653269414892,0.046904726466242,BTCUSDT,0.0663701341567249,2025-08,A7AB8_FORENSIC_SURVIVOR,a7ab3_6e301587da1c1fa3|L7_ranked_future_return|1,1
a7ab3_6e301587da1c1fa3,L7_ranked_future_return,4,-1.0,0.0505123927931387,0.0550301051845136,0.0601275160330706,0.0593571921843609,0.931427355618928,True,0.1589936792039551,0.0599685223538666,0.0476837377441427,BTCUSDT,0.0666756194595608,2025-08,A7AB8_FORENSIC_SURVIVOR,a7ab3_6e301587da1c1fa3|L7_ranked_future_return|4,2
a7ab3_da7270f10c2caee8,L7_ranked_future_return,1,-1.0,0.031426236131365,0.0353439059812927,0.0339348917126574,0.0330888465966835,0.955289755450635,True,0.0341648413542774,0.0339007268713031,0.0507896725787983,BTCUSDT,0.0668978742944433,2025-08,A7AB8_FORENSIC_SURVIVOR,a7ab3_da7270f10c2caee8|L7_ranked_future_return|1,1
a7ab3_d4939ee84cb32793,L7_ranked_future_return,1,-1.0,0.0315675075259463,0.0350140121010024,0.0308658927032277,0.0319289868845921,0.9982755375757624,True,0.1129682708554978,0.0307529244323722,0.0471946530490521,BTCUSDT,0.0663056882296756,2025-08,A7AB8_FORENSIC_SURVIVOR,a7ab3_d4939ee84cb32793|L7_ranked_future_return|1,1
a7ab3_165c7d8966b27a17,L7_ranked_future_return,4,-1.0,0.0169971411503669,0.0171859391264564,0.028574420974347,0.0240341926157729,0.3599408176329564,False,0.731920645847675,0.0278425003284994,0.0341901723534616,1000RATSUSDT,0.0663118202673813,2025-10,A7AB8_FORENSIC_SURVIVOR,a7ab3_165c7d8966b27a17|L7_ranked_future_return|4,3
a7ab3_6eb23cd8ce4aeef1,L7_ranked_future_return,1,1.0,0.0149600437272409,0.0163892821190386,0.0176457392613175,0.0164681706932705,0.3249493085457817,False,0.337517992364979,0.0173082212689526,0.0344431969002383,1000RATSUSDT,0.0667769446348301,2025-10,A7AB8_FORENSIC_SURVIVOR,a7ab3_6eb23cd8ce4aeef1|L7_ranked_future_return|1,4
